"Organisation H-ID"	"Organisation Record Title"	"Short name / acronym"	"Full name of organisation"	"Alternative name(s)"	"Organisation type"	subtype	Country(ies)	"Logo or representative image"	"Logo or representative image ID"	"Logo or representative image Name"	"Logo or representative image Path"	"Short description"	"Start date"	"Start date (temporal)"	"End date"	"End date (temporal)"	Thumbnail	"Thumbnail (temporal)"	Location	"Short description"	"subordinateTo (Organisation) H-ID"	"subordinateTo (Organisation) Record Title"	"Contact details or URL"	"Location (mappable point)"	note	"Related files"	"Related files ID"	"Related files Name"	"Related files Path"	"CartulR Entity ID"	mediumId	indexReference	IndexFontenay
281659	"prieuré Notre-Dame de La Saussaye"	"prieuré Notre-Dame de La Saussaye"			ecclésiastique																290910	"Paris (diocèse)"								3178			
281660	"prieuré Notre-Dame de Longpont (dioc. Paris)"	"prieuré Notre-Dame de Longpont (dioc. Paris)"			ecclésiastique																290886|290910	"Versailles (diocèse)|Paris (diocèse)"								3179			
281661	"prieuré Notre-Dame de Longueville (dioc. d'Albi)"	"prieuré Notre-Dame de Longueville (dioc. d'Albi)"			ecclésiastique																101956	"Albi, diocèse"								3180			
281662	"prieuré Notre-Dame de Madiran [1030 -]"	"prieuré Notre-Dame de Madiran"			ecclésiastique								1030	1030							290797	"Tarbes (diocèse)"								3181			
281663	"prieuré Notre-Dame de Maintenay"	"prieuré Notre-Dame de Maintenay"			ecclésiastique																95180	"Amiens, diocèse"								3182			
281664	"prieuré Notre-Dame de Mesland [1059 -]"	"prieuré Notre-Dame de Mesland"			ecclésiastique								1059	1059							290878|290928	"Blois (diocèse) [ - 1801]|Chartres (diocèse)"								3183			
281665	"prieuré Notre-Dame de Moncé"	"prieuré Notre-Dame de Moncé"			ecclésiastique																290938	"Tours (diocèse)"								3184			
281666	"abbaye du Grand-Bigard [1120 - 1796]"	"abbaye du Grand-Bigard"			ecclésiastique								1120	1120	1796	1796					290868|290830	"Malines (diocèse)|Cambrai (diocèse)"								1493			
281667	"prieuré Notre-Dame de Monceaux-au-Perche"	"prieuré Notre-Dame de Monceaux-au-Perche"			ecclésiastique																290928|290821	"Chartres (diocèse)|Sées (diocèse)"								3185			
281668	"prieuré Notre-Dame de Montault [1340 -]"	"prieuré Notre-Dame de Montault"			ecclésiastique								1340	1340							290899|290764	"Arles (diocèse)|Avignon (diocèse)"								3186			
281669	"prieuré Notre-Dame de Monthonac ou Montonac"	"prieuré Notre-Dame de Monthonac ou Montonac"			ecclésiastique																290783	"Vannes (diocèse)"								3187			
281670	"prieuré Notre-Dame de Montier-en-l'Isle"	"prieuré Notre-Dame de Montier-en-l'Isle"			ecclésiastique																290932	"Langres (diocèse)"								3188			
281671	"prieuré Notre-Dame de Nancy"	"prieuré Notre-Dame de Nancy"			ecclésiastique																290882	"Nancy (diocèse)"								3189			
281672	"prieuré Notre-Dame de Nantes"	"prieuré Notre-Dame de Nantes"			ecclésiastique																290933	"Nantes (diocèse)"								3190			
281673	"prieuré Notre-Dame de Novy ou Novy-les-Moines [1097 -]"	"prieuré Notre-Dame de Novy ou Novy-les-Moines"			ecclésiastique								1097	1097							290901	"Reims (diocèse)"								3191			
281674	"prieuré Notre-Dame de Passavant [1101 -]"	"prieuré Notre-Dame de Passavant"			ecclésiastique								1101	1101							290747|95612	"Poitiers (diocèse)|Angers, diocèse"								3192			
281675	"prieuré Notre-Dame de Poigny-la-Forêt"	"prieuré Notre-Dame de Poigny-la-Forêt"			ecclésiastique																290928	"Chartres (diocèse)"								3193			
281676	"prieuré Notre-Dame de Pringy"	"prieuré Notre-Dame de Pringy"			ecclésiastique																290912	"Sens (diocèse)"								3194			
281677	"abbaye du Lieu-Notre-Dame [1250 -]"	"abbaye du Lieu-Notre-Dame"			ecclésiastique								1250	1250							290934|290878	"Orléans (diocèse)|Blois (diocèse) [ - 1801]"								1494			
281678	"prieuré Notre-Dame de Prouille"	"prieuré Notre-Dame de Prouille"			ecclésiastique																290823	"Saint-Papoul (diocèse) [ - 1790]"								3195			
281679	"prieuré Notre-Dame de Puiseaux [1113 -]"	"prieuré Notre-Dame de Puiseaux"			ecclésiastique								1113	1113							290934|290912	"Orléans (diocèse)|Sens (diocèse)"								3196			
281680	"prieuré Notre-Dame de Rouvrou"	"prieuré Notre-Dame de Rouvrou"			ecclésiastique																290816	"Bayeux (diocèse)"								3197			
281681	"prieuré Notre-Dame de Sarrance"	"prieuré Notre-Dame de Sarrance"			ecclésiastique																290805	"Oloron (diocèse) [ - 1801]"								3198			
281682	"prieuré Notre-Dame de Tavant [987 -]"	"prieuré Notre-Dame de Tavant"			ecclésiastique								987	987							290938	"Tours (diocèse)"								3199			
281683	"prieuré Notre-Dame de Theuvy"	"prieuré Notre-Dame de Theuvy"			ecclésiastique																290928	"Chartres (diocèse)"								3200			
281684	"prieuré Notre-Dame de Vaux à Carluec [1101 -]"	"prieuré Notre-Dame de Vaux à Carluec"			ecclésiastique								1101	1101							290921|290796	"Apt (diocèse) [ - 1790]|Digne (diocèse)"								3201			
281685	"prieuré Notre-Dame de Vendangé ou Vendanger"	"prieuré Notre-Dame de Vendangé ou Vendanger"			ecclésiastique																95612	"Angers, diocèse"								3202			
281686	"prieuré Notre-Dame de Vinetz ou Vinets [1155 -]"	"prieuré Notre-Dame de Vinetz ou Vinets"			ecclésiastique								1155	1155							290943	"Châlons-sur-Marne (diocèse) [ - 1790]"								3203			
281687	"prieuré Notre-Dame de Voulton"	"prieuré Notre-Dame de Voulton"			ecclésiastique																290815|290912	"Meaux (diocèse)|Sens (diocèse)"								3204			
281688	"abbaye de Bellevaux [1120 -]"	"abbaye de Bellevaux"			ecclésiastique								1120	1120							290773	"Besançon (diocèse)"								1324			
281689	"abbaye du Loc-Dieu [1124 -]"	"abbaye du Loc-Dieu"			ecclésiastique								1124	1124							290791	"Rodez (diocèse)"								1495			
281690	"prieuré Notre-Dame d'Époisses"	"prieuré Notre-Dame d'Époisses"			ecclésiastique																290879|290745	"Dijon (diocèse)|Chalon-sur-Saône (diocèse) [ - 1790]"								3205			
281691	"prieuré Notre-Dame des Bonshommes de Monnais"	"prieuré Notre-Dame des Bonshommes de Monnais"			ecclésiastique																95612	"Angers, diocèse"								3206			
281692	"prieuré Notre-Dame des Champs de Paris"	"prieuré Notre-Dame des Champs de Paris"			ecclésiastique																290910	"Paris (diocèse)"								3207			
281693	"prieuré Notre-Dame des Treize-Vents"	"prieuré Notre-Dame des Treize-Vents"			ecclésiastique																290924|290746|290747	"Luçon (diocèse)|Maillezais (diocèse) [ - 1648]|Poitiers (diocèse)"								3208			
281694	"prieuré Notre-Dame des Trois-Epis"	"prieuré Notre-Dame des Trois-Epis"			ecclésiastique																290740	"Bâle (diocèse)"								3209			
281695	"prieuré Notre-Dame d'Evergnicourt"	"prieuré Notre-Dame d'Evergnicourt"			ecclésiastique																290936|290784	"Soissons (diocèse)|Laon (diocèse) [ - 1790]"								3210			
281696	"prieuré Notre-Dame d'Héverlé [1294 -]"	"prieuré Notre-Dame d'Héverlé"			ecclésiastique								1294	1294							290868	"Malines (diocèse)"								3211			
281697	"prieuré Notre-Dame du Bourg de Rabastens"	"prieuré Notre-Dame du Bourg de Rabastens"			ecclésiastique																101956	"Albi, diocèse"								3212			
281698	"prieuré Notre-Dame-du-Désert [1125 -]"	"prieuré Notre-Dame-du-Désert"			ecclésiastique								1125	1125							290819	"Evreux (diocèse)"								3213			
281699	"prieuré Notre-Dame du Val d'Osne [1140 -]"	"prieuré Notre-Dame du Val d'Osne"			ecclésiastique								1140	1140							290943	"Châlons-sur-Marne (diocèse) [ - 1790]"								3214			
281700	"abbaye du Louroux"	"abbaye du Louroux"			ecclésiastique																95612	"Angers, diocèse"								1496			
281701	"prieuré Notre-Dame du Val-des-Ecoliers [1201 -]"	"prieuré Notre-Dame du Val-des-Ecoliers"			ecclésiastique								1201	1201							290932	"Langres (diocèse)"								3215			
281702	"prieuré Notre-Dame et Saint-Babylas de Nanteuil-le-Haudouin"	"prieuré Notre-Dame et Saint-Babylas de Nanteuil-le-Haudouin"			ecclésiastique																290815	"Meaux (diocèse)"								3216			
281703	"prieuré Notre-Dame et Saint-Jean-Baptiste de Paray-le-Monial [973 -]"	"prieuré Notre-Dame et Saint-Jean-Baptiste de Paray-le-Monial"			ecclésiastique								973	973							290915	"Autun (diocèse)"								3217			
281704	"prieuré Notre-Dame et Saint-Jean-l'Evangéliste de Montazais [1119 -]"	"prieuré Notre-Dame et Saint-Jean-l'Evangéliste de Montazais"			ecclésiastique								1119	1119							290747	"Poitiers (diocèse)"								3218			
281705	"prieuré Notre-Dame et Saint-Laurent du Charme [1098 -]"	"prieuré Notre-Dame et Saint-Laurent du Charme"			ecclésiastique								1098	1098							290936	"Soissons (diocèse)"								3219			
281706	"prieuré Notre-Dame et Saint-Pierre de Châtenois"	"prieuré Notre-Dame et Saint-Pierre de Châtenois"			ecclésiastique																290883|290736	"Saint-Dié (diocèse) [ - 1801]|Toul (diocèse) [ - 1790]"								3220			
281707	"prieuré Notre-Dame et Sainte-Marguerite de la Presle-en-Porcien [1209 -]"	"prieuré Notre-Dame et Sainte-Marguerite de la Presle-en-Porcien"			ecclésiastique								1209	1209							290901	"Reims (diocèse)"								3221			
281708	"prieuré Notre-Dame ou Saints-Gervais-et-Protais de Gouis"	"prieuré Notre-Dame ou Saints-Gervais-et-Protais de Gouis"			ecclésiastique																95612	"Angers, diocèse"								3222			
281709	"prieuré Notre-Dame de Talloires [1001 -]"	"prieuré Notre-Dame de Talloires"			ecclésiastique								1001	1001							290761	"Genève-Annecy (diocèse)"								3223			
281710	"prieuré Notre-Dame-de-Choisel"	"prieuré Notre-Dame-de-Choisel"			ecclésiastique																290939|290943	"Troyes (diocèse)|Châlons-sur-Marne (diocèse) [ - 1790]"								3224			
281711	"abbaye du Lys"	"abbaye du Lys"			ecclésiastique																290815|290912	"Meaux (diocèse)|Sens (diocèse)"								1497			
281712	"prieuré Notre-Dame-de-Gloire de Viviers"	"prieuré Notre-Dame-de-Gloire de Viviers"			ecclésiastique																290909	"Metz (diocèse)"								3225			
281713	"prieuré Notre-Dame-du-Faux de Ricey [1201 -]"	"prieuré Notre-Dame-du-Faux de Ricey"			ecclésiastique								1201	1201							290939|290932	"Troyes (diocèse)|Langres (diocèse)"								3226			
281714	"prieuré Notre-Dame-du-Pont à Leynhac"	"prieuré Notre-Dame-du-Pont à Leynhac"			ecclésiastique																290929|290857	"Clermont (diocèse)|Saint-Flour (diocèse)"								3227			
281715	"prieuré Notre-Dame-du-Val-sous-Apremont"	"prieuré Notre-Dame-du-Val-sous-Apremont"			ecclésiastique																290909	"Metz (diocèse)"								3228			
281716	"prieuré Saint-Amand de Machemont"	"prieuré Saint-Amand de Machemont"			ecclésiastique																290944	"Noyon (diocèse) [ - 1790]"								3229			
281717	"prieuré Saint-André de Gap"	"prieuré Saint-André de Gap"			ecclésiastique																290808	"Gap (diocèse) [ - 1790]"								3230			
281718	"prieuré Saint-André de Swavesey [1086 -]"	"prieuré Saint-André de Swavesey"			ecclésiastique								1086	1086							290850	"Ely (diocèse)"								3231			
281719	"prieuré Saint-André-lès-Aire [1202 - 1793]"	"prieuré Saint-André-lès-Aire"			ecclésiastique								1202	1202	1793	1793					290836|290870	"Thérouanne (diocèse) [ - 1557]|Saint-Omer (diocèse) [ - 1801]"								3232			
281720	"prieuré Saint-Antoine de Charroux [1637 -]"	"prieuré Saint-Antoine de Charroux"			ecclésiastique								1637	1637							290929|290885	"Clermont (diocèse)|Moulins (diocèse)"								3233			
281721	"prieuré Saint-Arnoult de Crépy-en-Valois [1008 -]"	"prieuré Saint-Arnoult de Crépy-en-Valois"			ecclésiastique								1008	1008							290927|290945	"Beauvais (diocèse)|Senlis (diocèse) [ - 1790]"								3234			
281722	"abbaye du Mont-Saint-Michel"	"abbaye du Mont-Saint-Michel"			ecclésiastique																290818|290822	"Coutances (diocèse)|Avranches (diocèse) [ - 1790]"								1498			
281723	"prieuré Saint-Barthélemy d'Abenon [1302 -]"	"prieuré Saint-Barthélemy d'Abenon"			ecclésiastique								1302	1302							290824	"Lisieux (diocèse) [ - 1790]"								3235			
281724	"prieuré Saint-Barthélemy de Bénévent"	"prieuré Saint-Barthélemy de Bénévent"			ecclésiastique																290760	"Limoges (diocèse)"								3236			
281725	"prieuré Saint-Barthélemy de Semoy [1083 -]"	"prieuré Saint-Barthélemy de Semoy"			ecclésiastique								1083	1083							290934	"Orléans (diocèse)"								3237			
281726	"prieuré Saint-Barthélemy d'Orchaise [1060 -]"	"prieuré Saint-Barthélemy d'Orchaise"			ecclésiastique								1060	1060							290878|290928	"Blois (diocèse) [ - 1801]|Chartres (diocèse)"								3238			
281727	"prieuré Saint-Bertin de Poperinghe"	"prieuré Saint-Bertin de Poperinghe"			ecclésiastique																290836|290872	"Thérouanne (diocèse) [ - 1557]|Ypres (diocèse)"								3239			
281728	"prieuré Saint-Blaise de la Brosse"	"prieuré Saint-Blaise de la Brosse"			ecclésiastique																290928|290886	"Chartres (diocèse)|Versailles (diocèse)"								3240			
281729	"prieuré Saint-Blaise du Mesnil-Hamel"	"prieuré Saint-Blaise du Mesnil-Hamel"			ecclésiastique																290818	"Coutances (diocèse)"								3241			
281730	"prieuré Saint-Blaise ou Saint-Laurent de la Cornouillère ou du Cornouiller"	"prieuré Saint-Blaise ou Saint-Laurent de la Cornouillère ou du Cornouiller"			ecclésiastique																290911|290886	"Rouen (diocèse)|Versailles (diocèse)"								3242			
281731	"prieuré Saint-Christophe de Talissieu"	"prieuré Saint-Christophe de Talissieu"			ecclésiastique																290826|290761	"Belley (diocèse)|Genève-Annecy (diocèse)"								3243			
281732	"prieuré Saint-Christophe-en-Halatte"	"prieuré Saint-Christophe-en-Halatte"			ecclésiastique																290927|290945	"Beauvais (diocèse)|Senlis (diocèse) [ - 1790]"								3244			
281733	"abbaye du Mont-Saint-Quentin"	"abbaye du Mont-Saint-Quentin"			ecclésiastique																290944	"Noyon (diocèse) [ - 1790]"								1499			
281734	"prieuré Saint-Clément de Craon"	"prieuré Saint-Clément de Craon"			ecclésiastique																95612|290890	"Angers, diocèse|Laval (diocèse) [ - 1801]"								3245			
281735	"prieuré Saint-Cyr de Friardel [1220 - 1786]"	"prieuré Saint-Cyr de Friardel"			ecclésiastique								1220	1220	1786	1786					290816|290824	"Bayeux (diocèse)|Lisieux (diocèse) [ - 1790]"								3246			
281736	"prieuré Saint-Cyr et Sainte-Julitte de Nantes"	"prieuré Saint-Cyr et Sainte-Julitte de Nantes"			ecclésiastique																290933	"Nantes (diocèse)"								3247			
281737	"prieuré Saint-Damien de La Cadière"	"prieuré Saint-Damien de La Cadière"			ecclésiastique																290750|290918	"Fréjus (diocèse)|Marseille (diocèse)"								3248			
281738	"prieuré Saint-Denis de la Chapelaude [1060 -]"	"prieuré Saint-Denis  de la Chapelaude"			ecclésiastique								1060	1060							290907|290885	"Bourges (diocèse)|Moulins (diocèse)"								3249			
281739	"prieuré Saint-Denis de Renty"	"prieuré Saint-Denis de Renty"			ecclésiastique																290874|290836	"Boulogne (diocèse) [ - 1790]|Thérouanne (diocèse) [ - 1557]"								3250			
281740	"prieuré Saint-Denis en Vaux"	"prieuré Saint-Denis en Vaux"			ecclésiastique																290747	"Poitiers (diocèse)"								3251			
281741	"prieuré Saint-Denis-de-la-Châtre ou Chartre"	"prieuré Saint-Denis-de-la-Châtre ou Chartre"			ecclésiastique																290910	"Paris (diocèse)"								3252			
281742	"prieuré Saint-Eloi de Paris"	"prieuré Saint-Eloi de Paris"			ecclésiastique																290910	"Paris (diocèse)"								3253			
281743	"prieuré de Montbard"	"prieuré de Montbard"			ecclésiastique																290932	"Langres (diocèse)"								3254			
281744	"abbaye du Mont-Sainte-Catherine de Provins [1248 -]"	"abbaye du Mont-Sainte-Catherine de Provins"			ecclésiastique								1248	1248							290912	"Sens (diocèse)"								1500			
281745	"prieuré Saint-Etienne de Nevers"	"prieuré Saint-Etienne de Nevers"			ecclésiastique																290788	"Nevers (diocèse)"								3255			
281746	"prieuré Saint-Etienne de Vignory [1052 -]"	"prieuré Saint-Etienne de Vignory"			ecclésiastique								1052	1052							290932	"Langres (diocèse)"								3256			
281747	"prieuré Saint-Etienne du Plessis-Grimoult [1130 -]"	"prieuré Saint-Etienne du Plessis-Grimoult"			ecclésiastique								1130	1130							290816	"Bayeux (diocèse)"								3257			
281748	"prieuré Saint-Etienne et Saint-Eutrope de Saintes"	"prieuré Saint-Etienne et Saint-Eutrope de Saintes"			ecclésiastique																290806	"Saintes (diocèse) [ - 1801]"								3258			
281749	"prieuré Saint-Eugène de Deuil"	"prieuré Saint-Eugène de Deuil"			ecclésiastique																290910	"Paris (diocèse)"								3259			
281750	"prieuré de Lespinasse [1114 -]"	"prieuré de Lespinasse"			ecclésiastique								1114	1114							290904	"Toulouse (diocèse)"								3260			
281751	"abbaye puis prieuré Saint-Félix-lès- Valence"	"abbaye puis prieuré Saint-Félix-lès- Valence"			ecclésiastique																290751	"Valence (diocèse)"								3261			
281752	"prieuré Saint-Florent de La Rochefoucauld"	"prieuré Saint-Florent de La Rochefoucauld"			ecclésiastique																290763	"Angoulême (diocèse)"								3262			
281753	"prieuré Saint-Florent de l'Abbaye-sous-Dol [1076 - 1697]"	"prieuré Saint-Florent de l'Abbaye-sous-Dol"			ecclésiastique								1076	1076	1697	1697					290842	"Dol (diocèse) [ - 1790]"								3263			
281754	"prieuré Saint-Gaucher d'Aureil [1070 -]"	"prieuré Saint-Gaucher d'Aureil"			ecclésiastique								1070	1070							290760	"Limoges (diocèse)"								3264			
281755	"abbaye du Palais Notre-Dame [1155 -]"	"abbaye du Palais Notre-Dame"			ecclésiastique								1155	1155							290760	"Limoges (diocèse)"								1501			
281756	"prieuré Saint-Georges de La Rochepot"	"prieuré Saint-Georges de La Rochepot"			ecclésiastique																290915|290879	"Autun (diocèse)|Dijon (diocèse)"								3265			
281757	"prieuré Saint-Georges de Vendeuvre"	"prieuré Saint-Georges de Vendeuvre"			ecclésiastique																290932	"Langres (diocèse)"								3266			
281758	"prieuré Saint-Georges d'Hesdin [1076 -]"	"prieuré Saint-Georges d'Hesdin"			ecclésiastique								1076	1076							290874|290836	"Boulogne (diocèse) [ - 1790]|Thérouanne (diocèse) [ - 1557]"								3267			
281759	"prieuré Saint-Germain de Larrey [579 -]"	"prieuré Saint-Germain de Larrey"			ecclésiastique								579	579							290932	"Langres (diocèse)"								3268			
281760	"prieuré Saint-Germain d'Esmans"	"prieuré Saint-Germain d'Esmans"			ecclésiastique																290815|290912	"Meaux (diocèse)|Sens (diocèse)"								3269			
281761	"prieuré Saint-Gervais d'Auxerre [1137 -]"	"prieuré Saint-Gervais d'Auxerre"			ecclésiastique								1137	1137							290942	"Auxerre (diocèse) [ - 1790]"								3270			
281762	"prieuré Saint-Gervais-Saint-Protais de Brion [1040 -]"	"prieuré Saint-Gervais-Saint-Protais de Brion"			ecclésiastique								1040	1040							95612	"Angers, diocèse"								3271			
281763	"prieuré Saint-Giniez de Marseille"	"prieuré Saint-Giniez de Marseille"			ecclésiastique																290918	"Marseille (diocèse)"								3272			
281764	"prieuré Saint-Hippolyte de Vivoin"	"prieuré Saint-Hippolyte de Vivoin"			ecclésiastique																290776	"Le Mans (diocèse)"								3273			
281765	"prieuré Saint-Jean de Béré [1050 -]"	"prieuré Saint-Jean de Béré"			ecclésiastique								1050	1050							290933	"Nantes (diocèse)"								3274			
281766	"abbaye du Paraclet-des-Champs [1219 -]"	"abbaye du Paraclet-des-Champs"			ecclésiastique								1219	1219							95180	"Amiens, diocèse"								1502			
281767	"prieuré Saint-Jean de Champtoceaux"	"prieuré Saint-Jean de Champtoceaux"			ecclésiastique																290933|95612	"Nantes (diocèse)|Angers, diocèse"								3275			
281768	"prieuré Saint-Jean de Cubas"	"prieuré Saint-Jean de Cubas"			ecclésiastique																290749	"Périgueux (diocèse)"								3276			
281769	"prieuré Saint-Jean de Saint-Mont [1050 -]"	"prieuré Saint-Jean de Saint-Mont"			ecclésiastique								1050	1050							290844	"Auch (diocèse)"								3277			
281770	"prieuré Saint-Jean de Semur-en-Auxois"	"prieuré Saint-Jean de Semur-en-Auxois"			ecclésiastique																290915|290879	"Autun (diocèse)|Dijon (diocèse)"								3278			
281771	"prieuré Saint-Jean du Grais [1163 -]"	"prieuré Saint-Jean du Grais"			ecclésiastique								1163	1163							290938	"Tours (diocèse)"								3279			
281772	"prieuré Saint-Jean-Baptiste de Château-Gontier [1007 -]"	"prieuré Saint-Jean-Baptiste de Château-Gontier"			ecclésiastique								1007	1007							290890|95612	"Laval (diocèse) [ - 1801]|Angers, diocèse"								3280			
281773	"prieuré Saint-Jean-Baptiste d'Ulmois ou Ulmoy"	"prieuré Saint-Jean-Baptiste d'Ulmois ou Ulmoy"			ecclésiastique																290943	"Châlons-sur-Marne (diocèse) [ - 1790]"								3281			
281774	"prieuré Saint-Julien de Douy"	"prieuré Saint-Julien de Douy"			ecclésiastique																290928	"Chartres (diocèse)"								3282			
281775	"prieuré Saint-Julien de Sézanne"	"prieuré Saint-Julien de Sézanne"			ecclésiastique																290943	"Châlons-sur-Marne (diocèse) [ - 1790]"								3283			
281776	"prieuré Saint-Julien-d'Orcival"	"prieuré Saint-Julien-d'Orcival"			ecclésiastique																290941	"Viviers (diocèse)"								3284			
281777	"abbaye du Parc-les-Dames [1058 -]"	"abbaye du Parc-les-Dames"			ecclésiastique								1058	1058							290868	"Malines (diocèse)"								1503			
281778	"prieuré Saint-Lambert de Nassandres [1126 -]"	"prieuré Saint-Lambert de Nassandres"			ecclésiastique								1126	1126							290819	"Evreux (diocèse)"								3285			
281779	"prieuré de Moutiers-au-Perche"	"prieuré de Moutiers-au-Perche"			ecclésiastique																290928	"Chartres (diocèse)"								3286			
281780	"prieuré Saint-Laurent de Chaudefontaine"	"prieuré Saint-Laurent de Chaudefontaine"			ecclésiastique																290943|290901	"Châlons-sur-Marne (diocèse) [ - 1790]|Reims (diocèse)"								3287			
281781	"prieuré de la Sainte-Trinité de Fougères"	"prieuré de la Sainte-Trinité de Fougères"			ecclésiastique																290933|290924	"Nantes (diocèse)|Luçon (diocèse)"								3288			
281782	"prieuré Saint-Laurent de l'Artige"	"prieuré Saint-Laurent de l'Artige"			ecclésiastique																290760	"Limoges (diocèse)"								3289			
281783	"prieuré Saint-Laurent d'Envermeu ou Avremeu [1052 -]"	"prieuré Saint-Laurent d'Envermeu ou Avremeu"			ecclésiastique								1052	1052							290911	"Rouen (diocèse)"								3290			
281784	"prieuré Saint-Lazare de Villejoubert"	"prieuré Saint-Lazare de Villejoubert"			ecclésiastique																290763	"Angoulême (diocèse)"								3291			
281785	"prieuré Saint-Léger de Cognac"	"prieuré Saint-Léger de Cognac"			ecclésiastique																290763	"Angoulême (diocèse)"								3292			
281786	"prieuré Saint-Léger de Flixecourt [1157 -]"	"prieuré Saint-Léger de Flixecourt"			ecclésiastique								1157	1157							95180	"Amiens, diocèse"								3293			
281787	"prieuré Saint-Léger de Pontailler-sur-Saône"	"prieuré Saint-Léger de Pontailler-sur-Saône"			ecclésiastique																290879|290932	"Dijon (diocèse)|Langres (diocèse)"								3294			
281788	"abbaye du Parc-lès-Louvain [1129 - 1797]"	"abbaye du Parc-lès-Louvain"			ecclésiastique								1129	1129	1797	1797					290868|290738	"Malines (diocèse)|Liège (diocèse)"								1504			
281789	"prieuré Saint-Léonor de Beaumont-sur-Oise"	"prieuré Saint-Léonor de Beaumont-sur-Oise"			ecclésiastique																290927	"Beauvais (diocèse)"								3295			
281790	"prieuré Saint-Lienne de La Roche-sur-Yon [1035 -]"	"prieuré Saint-Lienne de La Roche-sur-Yon"			ecclésiastique								1035	1035							290924|290747	"Luçon (diocèse)|Poitiers (diocèse)"								3296			
281791	"prieuré Saint-Lô de Bourg-Achard [1143 -]"	"prieuré Saint-Lô de Bourg-Achard"			ecclésiastique								1143	1143							290819|290911	"Evreux (diocèse)|Rouen (diocèse)"								3297			
281792	"prieuré Saint-Lô de Rouen [1114 -]"	"prieuré Saint-Lô de Rouen"			ecclésiastique								1114	1114							290911	"Rouen (diocèse)"								3298			
281793	"prieuré Saint-Louans de Chinon [974 -]"	"prieuré Saint-Louans de Chinon"			ecclésiastique								974	974							290938	"Tours (diocèse)"								3299			
281794	"prieuré Saint-Louis de Poissy [1304 -]"	"prieuré Saint-Louis de Poissy"			ecclésiastique								1304	1304							290928	"Chartres (diocèse)"								3300			
281795	"prieuré Saint-Loup de la Bourdinière"	"prieuré Saint-Loup de la Bourdinière"			ecclésiastique																290928	"Chartres (diocèse)"								3301			
281796	"prieuré Saint-Loup de Rillé"	"prieuré Saint-Loup de Rillé"			ecclésiastique																95612|290938	"Angers, diocèse|Tours (diocèse)"								3302			
281797	"prieuré Saint-Loup de Saint-Leu d'Esserent [1081 - 1538]"	"prieuré Saint-Loup de Saint-Leu d'Esserent"			ecclésiastique								1081	1081	1538	1538					290927	"Beauvais (diocèse)"								3303			
281798	"prieuré Saint-Lubin de Périgny [1089 -]"	"prieuré Saint-Lubin de Périgny"			ecclésiastique								1089	1089							290928|290878	"Chartres (diocèse)|Blois (diocèse) [ - 1801]"								3304			
281799	"hospitaliers d'Orsons"	"hospitaliers d'Orsons"			ecclésiastique																290823	"Saint-Papoul (diocèse) [ - 1790]"								1307			
281800	"abbaye de Benoîtevaux [1198 - 1397]"	"abbaye de Benoîtevaux"			ecclésiastique								1198	1198	1397	1397					290932|290736	"Langres (diocèse)|Toul (diocèse) [ - 1790]"								1325			
281801	"abbaye du Pont-aux-Dames"	"abbaye du Pont-aux-Dames"			ecclésiastique																290815	"Meaux (diocèse)"								1505			
281802	"prieuré Saint-Magloire de Léhon"	"prieuré Saint-Magloire de Léhon"			ecclésiastique																290793|290782	"Saint-Malo (diocèse) [ - 1790]|Rennes (diocèse)"								3305			
281803	"prieuré Saint-Malo de Dinan"	"prieuré Saint-Malo de Dinan"			ecclésiastique																290861	"Aleth (diocèse) [ - 1790]"								3306			
281804	"prieuré Saint-Marc de Gueberschwihr"	"prieuré Saint-Marc de Gueberschwihr"			ecclésiastique																290740	"Bâle (diocèse)"								3307			
281805	"prieuré Saint-Marcel de Chalon"	"prieuré Saint-Marcel de Chalon"			ecclésiastique																290745	"Chalon-sur-Saône (diocèse) [ - 1790]"								3308			
281806	"prieuré Saint-Martin de Beaurain"	"prieuré Saint-Martin de Beaurain"			ecclésiastique																290874|290836	"Boulogne (diocèse) [ - 1790]|Thérouanne (diocèse) [ - 1557]"								3309			
281807	"prieuré Saint-Martin de Boran"	"prieuré Saint-Martin de Boran"			ecclésiastique																290927	"Beauvais (diocèse)"								3310			
281808	"prieuré Saint-Martin de Bouafle"	"prieuré Saint-Martin de Bouafle"			ecclésiastique																290928|290886	"Chartres (diocèse)|Versailles (diocèse)"								3311			
281809	"prieuré Saint-Martin de Bram"	"prieuré Saint-Martin de Bram"			ecclésiastique																290747|290924	"Poitiers (diocèse)|Luçon (diocèse)"								3312			
281810	"prieuré Saint-Martin de Carbay"	"prieuré Saint-Martin de Carbay"			ecclésiastique																95612	"Angers, diocèse"								3313			
281811	"prieuré Saint-Martin de Fives [1104 -]"	"prieuré Saint-Martin de Fives"			ecclésiastique								1104	1104							290792|290830	"Tournai (diocèse)|Cambrai (diocèse)"								3314			
281812	"abbaye du Prébenoist ou Prébenoît [1140 -]"	"abbaye du Prébenoist ou Prébenoît"			ecclésiastique								1140	1140							290760	"Limoges (diocèse)"								1506			
281813	"prieuré Saint-Martin de La Canourgue [1060 -]"	"prieuré Saint-Martin de La Canourgue"			ecclésiastique								1060	1060							290917	"Javols-Mende (diocèse)"								3315			
281814	"prieuré Saint-Martin de Lamballe"	"prieuré Saint-Martin de Lamballe"			ecclésiastique																290847	"Saint-Brieuc (diocèse)"								3316			
