"Place H-ID"	"Place Record Title"	"Place name"	"Additional (equivalent) names"	"Name chosen"	"Place type"	Country	"Code insee"	Department	Arrondissement	Canton	Town	"Municipality (record pointer) (Place) H-ID"	"Municipality (record pointer) (Place) Record Title"	County	Province	"Location (mappable)"	"Locational certainty"	"Index Reference"	Note	"GeoNames ID"	"DicoTopo ID"	"WikiData ID"	indexReference	IndexFontenay
97916	"Livry (Nièvre, Saint-Pierre-le-Moûtier)"	Livry		Livry		France	58144	Nièvre		Saint-Pierre-le-Moûtier						"POINT(3.07467 46.77543)"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e274456	"Nièvre, con Saint-Pierre-le-Moûtier"	2998058			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e274456	
97917	"Livry (Seine-et-Oise, Le Raincy)"	Livry	Livry-Gargan|Livry-en-Launoy|Livry-en-Lannois	Livry-Gargan		France	93046	Seine-et-Oise		"Le Raincy"						"POINT(2.54305 48.9193)"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e274475	"Seine-et-Oise, con Le Raincy, cne Livry-Gargan"	2998056			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e274475	
97918	"Lizy-sur-Ourcq (Seine-et-Marne, Meaux)"	Lizy-sur-Ourcq		Lizy-sur-Ourcq		France	77257	Seine-et-Marne	Meaux							"POINT(3.02178 49.02454)"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e274843	"Seine-et-Marne, ar. Meaux"	2998027			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e274843	
97919	"Lizy-sur-Ourcq, bois (Seine-et-Marne, Meaux)"	"Lizy-sur-Ourcq, bois"		Lizy-sur-Ourcq		France	77257	Seine-et-Marne	Meaux			97918	"Lizy-sur-Ourcq (Seine-et-Marne, Meaux)"			"POINT(3.02178 49.02454)"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e274861		2998027			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e274861	
97923	"Aute (Ile de L’) (Aude, Sigean)"	"Aute (Ile de L’)"		Sigean		France	11379	Aude		Sigean		319544	"Sigean (Aude, Sigean)"			"POINT(2.97834 43.0279)"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e145878	"Aude, con et cne Sigean"	2974591			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e145878	
97927	"Loches (Indre-et-Loire)"	Loches		Loches		France	37132	Indre-et-Loire								"POINT(0.99522 47.12858)"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e274966	Indre-et-Loire	2997996			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e274966	
97929	"Loches, église Notre-Dame (Indre-et-Loire)"	"Loches, église Notre-Dame"		Loches		France	37132	Indre-et-Loire				97927	"Loches (Indre-et-Loire)"			"POINT(0.99522 47.12858)"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e275050		2997996			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e275050	
97932	"Loco (moulin de) (Hérault, Lodève)"	"Loco (moulin de)"		"Loco (moulin de)"		France	34114	Hérault	Lodève			323382	"Gignac (Hérault, Lodève)"			"POINT(3.5512018 43.6522859)"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e275101	"région Gignac"	3016073			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e275101	
97934	"Autéjac (Tarn-et-Garonne, Caussade)"	Autéjac		"Réalville et Saint-Vincent-d'Autéjac"		France		Tarn-et-Garonne		Caussade						"POINT(1.4754450000000001 44.137725)"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e145893	"ancien fief dont le nom était jadis conservé par Saint-Martin-d'Autéjac, auj. Saint-Martin, Tarn-et-Garonne, con Caussade, cne Réalville, et par Saint-Vincent-d'Autéjac, auj. Saint-Vincent, Tarn-et-Garonne, con Caussade"					
97937	"Loge-Chenot (La) (Seine-et-Marne, Melun, Melun)"	"Loge-Chenot (La)"		"La Rochette"		France	77389	Seine-et-Marne	Melun	Melun		322226	"Rochette (La) (Seine-et-Marne, Melun, Melun)"			"POINT(2.66357 48.50882)"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e275183	"Seine-et-Marne, ar. et con Melun, cne La Rochette"	3006755	P39806598		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e275183	
97938	"Loge-des-Prés (La) (Seine-et-Marne, Le Châtelet-en-Brie)"	"Loge-des-Prés (La)"		"Les Écrennes"		France	77165	Seine-et-Marne		"Le Châtelet-en-Brie"		96583	"Écrennes (Les) (Seine-et-Marne, Châtelet-en-Brie (Le))"			"POINT(2.85836 48.5048)"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e275198	"Seine-et-Marne, con Le Châtelet-en-Brie, cne Les Écrennes"	3001184			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e275198	
97939	"Grande-Loge (La) (Seine-et-Marne, Crécy-en-Brie)"	"Grande-Loge (La)"	"Loge-Saint-Denis (La)|Loges-Saint-Denis (Les)"	"La Haute-Maison"		France	77225	Seine-et-Marne		Crécy-en-Brie		324262	"Haute-Maison (La) (Seine-et-Marne, Meaux, Serris)"			"POINT(3.007164 48.88142496)"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e275214	"La Grande-Loge, Seine-et-Marne, con Crécy-en-Brie, cne La Haute-Maison"	3008776	P34517601|P74723181		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e275214	
97940	"Loges-sur-Brécey (Les) (Manche, Brécey)"	"Loges-sur-Brécey (Les)"		"Les Loges-sur-Brécey"		France	50275	Manche		Brécey						"POINT(-1.17642 48.76699)"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e275241	"Manche, con Brécey"	3000455			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e275241	
97941	"Lohey (Côte-d'Or, Is-sur-Tille)"	Lohey		Lohey		France	21587	Côte-d'Or		Is-sur-Tille		101083	"Saulx-le-Duc (Côte-d'Or, Is-sur-Tille)"			"POINT(5.019293 47.5394435)"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e275256	"Côte-d'Or, région de Saulx-le-Duc"	2975786			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e275256	
97942	"Loing (le) (Yonne, Loiret, Seine-et-Marne)"	"Loing (le)"		"Loing (le)"		France		"Yonne, Loiret, Seine-et-Marne"								"POINT(2.80265 48.38687)"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e275271	"rivière, affluent de la Seine, rive gauche"	2997881			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e275271	
97943	"Loire (la) (Ardèche, Haute-Loire, Loire, Saône-et-Loire, Allier, Nièvre, Cher, Loiret, Loir-et-Cher, Indre-et-Loire, Maine-et-Loire, Loire-Atlantique)"	"Loire (la)"		"Loire (la)"		France		"Ardèche, Haute-Loire, Loire, Saône-et-Loire, Allier, Nièvre, Cher, Loiret, Loir-et-Cher, Indre-et-Loire, Maine-et-Loire, Loire-Atlantique"								"POINT(-2.18349 47.26952)"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e275289	fleuve	2997872			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e275289	
97944	"Loiselet (bois de) (Nord, Clary)"	"Loiselet (bois de)"		"Loiselet (bois de)"		France	59631	Nord		Clary		324271	"Walincourt (Nord, Clary)"			"POINT(3.33814057 50.0758428)"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e275329	"au terroir de Walincourt"	2967495			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e275329	
97945	"Authie (Calvados, Caen, Caen)"	Authie		Authie		France	14030	Calvados	Caen	Caen						"POINT(-0.43191 49.20615)"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e145955	"Calvados, ar. et con Caen"	3035951			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e145955	
97946	"Loisy-sur-Marne (Marne, Vitry-le-François, Vitry-le-François)"	Loisy-sur-Marne	Loisy	Loisy-sur-Marne		France	51328	Marne	Vitry-le-François	Vitry-le-François						"POINT(4.54496 48.75808)"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e275360	"Marne, ar. et con Vitry-le-François"	2997836			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e275360	
97951	"Londe (La), chapelle (Seine-Maritime, Yvetot)"	"Londe (La), chapelle"		"La Londe"		France	76718	Seine-Maritime		Yvetot	Valliquerville	324277	"Londe (La) (Seine-Maritime, Yvetot)"			"POINT(0.7072668000000002 49.61653)"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e275604	"La Londe, Seine-Maritime, con Yvetot, cne Valliquerville"		P23303071		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e275604	
97955	"Longa (Dordogne, Lalinde)"	Longa		Longa		France	24407	Dordogne		Lalinde		324281	"Sainte-Foy-de-Longas (Dordogne, Bergerac, Lalinde)"			"POINT(0.75690429 44.9295363)"			"Dordogne, con Lalinde"		P33558162		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e275648	
97957	"Authieux (Les) (Seine-Maritime, Aumale)"	"Authieux (Les)"		"Les Authieux"		France	76199	Seine-Maritime		Aumale		319547	"Criquiers (Seine-Maritime, Aumale)"			"POINT(1.7076455371900818 49.68330578512398)"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e145970	"Seine-Maritime, con Aumale, cne Criquiers"		P72270656		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e145970	
97958	"Longa (Dordogne, Lalinde)"	Longa		Longa		France	24462	Dordogne		Lalinde						"POINT(0.32493582608695615 45.022987260869556)"					P80715255			
97959	"Longayro et du Rival (mas de l')"	"Longayro et du Rival (mas de l')"		"Longayro et du Rival (mas de l')"		France												Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e275663	"région d'Eymoutiers?"				Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e275663|Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e350044	
97965	"Longchesne (Seine-et-Oise, Dourdan)"	Longchesne		Bullion		France	78120	Seine-et-Oise		Dourdan		95255	"Bullion (Seine-et-Oise, Dourdan)"			"POINT(1.99024 48.62285)"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e275850	"Seine-et-Oise, con Dourdan, cne Bullion"	3029572			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e275850	
97967	"Longjumeau (Seine-et-Oise, Corbeil-Essonnes)"	Longjumeau		Longjumeau		France	91345	Seine-et-Oise	Corbeil-Essonnes							"POINT(2.30735 48.69503)"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e275876	"Seine-et-Oise, ar. Corbeil-Essonnes"	2997712			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e275876	
97968	"Authieux (Les) (Seine-Maritime, Bellencombre)"	"Authieux (Les)"		"Les Authieux"		France	76070	Seine-Maritime		Bellencombre	Bellencombre	102012	"Bellencombre (Seine-Maritime, Dieppe)"			"POINT(1.22876691588785 49.713440467289715)"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e145986	"Seine-Maritime, con et cne Bellencombre"		P16774622		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e145986	
97970	"Longpaon (Seine-Maritime, Darnétal)"	Longpaon		Longpaon		France	76212	Seine-Maritime		Darnétal		324293	"Darnétal (Seine-Maritime, Rouen)"			"POINT(1.1528718085106382 49.443906702127684)"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e275903	"Seine-Maritime, con et cne Darnétal"		P05339301		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e275903	
97972	"Longpont-sur-Orge (Seine-et-Oise, Longjumeau)"	Longpont-sur-Orge	"Longpont près Montlhéry"	Longpont-sur-Orge		France	91347	Seine-et-Oise		Longjumeau						"POINT(2.29278 48.64171)"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e275955	"Seine-et-Oise, con Longjumeau"	2997698			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e275955	
97975	"Longueau (Oise, Liancourt)"	Longueau		Longueau		France	60587	Oise		Liancourt		100856	"Saint-Martin-Longueau (Oise, Liancourt)"			"POINT(2.601997076923077 49.34558292307691)"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e276019	"Oise, con Liancourt, cne Saint-Martin-Longueau"	2978235	P02863175		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e276019	
97976	"Longueil (Seine-Maritime, Offranville)"	Longueil		Longueil		France	76395	Seine-Maritime		Offranville						"POINT(0.96667 49.88333)"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e276052	"Seine-Maritime, con Offranville"	2997677			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e276052	
97977	"Longueil-Annel (Oise, Ribécourt)"	Longueil-Annel	Longueil-sous-Thourotte|Longueil	Longueil-sous-Thourotte		France	60368	Oise		Ribécourt						"POINT(2.86464 49.46908)"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e276076	"-sous-Thourotte, Oise, con Ribécourt"	2997676			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e276076	
97978	"Longuemare (Eure, Andelys (Les))"	Longuemare		Longuemare		France	27016	Eure		"Andelys (Les)"		95424	"Andelys (Les) (Eure)"			"POINT(1.4257045 49.25295592)"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e276091	"Eure, con et cne Les Andelys"		P03783653		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e276091	
97979	"Authou (Eure, Montfort-sur-Risle)"	Authou		Authou		France	27028	Eure		Montfort-sur-Risle						"POINT(0.69367 49.22959)"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e146004	"Eure, con Montfort-sur-Risle"	3035936			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e146004	
97980	"Longuemare (Eure, Gaillon)"	Longuemare		Venables		France	27676	Eure		Gaillon		101831	"Venables (Eure, Gaillon)"			"POINT(1.29485 49.19892)"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e276109	"Eure, con Gaillon, cne Venables"	2970162			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e276109	
97981	"Longuerue (Seine-Maritime, Buchy)"	Longuerue		Longuerue		France	76396	Seine-Maritime		Buchy						"POINT(1.29509 49.54605)"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e276124	"Seine-Maritime, con Buchy"	2997666			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e276124	
97982	"Longueval (Aisne, Braine)"	Longueval		Longueval		France	02439	Aisne		Braine		324297	"Longueval-Barbonval (Aisne, Soissons, Fère-en-Tardenois)"			"POINT(3.65570068 49.3592904)"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e276139	"Aisne, con Braine"	2997660			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e276139	
97983	"Longueville-sur-Scie (Seine-Maritime, Dieppe)"	Longueville-sur-Scie	Longueville-la-Giffard	Longueville-sur-Scie		France	76397	Seine-Maritime	Dieppe							"POINT(1.11009 49.79138)"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e276186	"Seine-Maritime, ar. Dieppe"	2997648			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e276186|Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e276175	
97986	"Longwy, terre (Meurthe-et-Moselle, Briey)"	"Longwy, terre"		Longwy		France	54323	Meurthe-et-Moselle	Briey			324300	"Longwy (Meurthe-et-Moselle, Briey)"			"POINT(5.76192 49.5217)"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e276257	"Meurthe-et-Moselle, ar. Briey"	2997638			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e276257	
97988	"Lorbette (Loiret)"	Lorbette		Orléans		France	45234	Loiret			Orléans	324303	"Bourgogne, faubourg (de) (Loiret)"			"POINT(1.91020489 47.9028219)"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e276369	"Loiret, cne Orléans, dans le faubourg de Bourgogne"	2989317			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e276369	
97989	"Lorleau (Eure, Lyons-la-Forêt)"	Lorleau		Lorleau		France	27373	Eure		Lyons-la-Forêt						"POINT(1.5024 49.41499)"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e276418	"Eure, con Lyons-la-Forêt"	2997567			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e276418	
97990	"Authouel (Eure)"	Authouel		Authou		France	27028	Eure				97979	"Authou (Eure, Montfort-sur-Risle)"			"POINT(0.69367 49.22959)"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e146019	"localité unie à Authou"	3035936			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e146019	
97991	"Lormaye (Eure-et-Loir, Nogent-le-Roi)"	Lormaye		Lormaye		France	28213	Eure-et-Loir		Nogent-le-Roi						"POINT(1.53391 48.64932)"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e276436	"Eure-et-Loir, con Nogent-le-Roi"	2997565			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e276436	
97992	"Lormont (Gironde, Carbon-Blanc)"	Lormont		Lormont		France	33249	Gironde		Carbon-Blanc						"POINT(-0.51919 44.8765)"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e276454	"Gironde, con Carbon-Blanc"	2997556			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e276454	
97995	"Lorris (Loiret, Montargis)"	Lorris		Lorris-en-Gâtinais		France	45187	Loiret	Montargis							"POINT(2.51478 47.8895)"			"-en-Gâtinais, Loiret, ar. Montargis"	2997547			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e276511|Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e276563|Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e220970	
98001	"Autigny (Seine-Maritime, Fontaine-le-Dun)"	Autigny		Autigny		France	76040	Seine-Maritime		Fontaine-le-Dun						"POINT(0.85774 49.79535)"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e146034	"Seine-Maritime, con Fontaine-le-Dun"	3035929			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e146034	
98002	"Lot (le) (Aveyron, Cantal, Lot, Lot-et-Garonne, Lozère)"	"Lot (le)"		"Lot (le)"		France		"Aveyron, Cantal, Lot, Lot-et-Garonne, Lozère"								"POINT(0.33333 44.3)"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e276618	"rivière du bassin de la Gironde"	2997525			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e276618	
98004	"Loubens-Lauraguais (Haute-Garonne, Caraman)"	Loubens-Lauraguais		Loubens-Lauragais		France	31304	Haute-Garonne		Caraman						"POINT(1.78494 43.57379)"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e276666	"Haute-Garonne, con Caraman"	2997496			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e276666	
98005	"Loubière (La) (Aveyron, Najac)"	"Loubière (La)"		Lunac		France	12135	Aveyron		Najac		320873	"Lunac (Aveyron, Villefranche-de-Rouergue, Aveyron et Tarn)"			"POINT(2.1125 44.23553)"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e276681	"Aveyron, con Najac, cne Lunac"	2997130			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e276681	
98006	"Loudun (Vienne, Châtellerault)"	Loudun		Loudun		France	86137	Vienne	Châtellerault							"POINT(0.08296 47.00788)"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e276714	"Vienne, ar. Châtellerault"	2997457			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e276714	
98009	"Louesme (Côte-d'Or, Montigny-sur-Aube)"	Louesme		Louesme		France	21357	Côte-d'Or		Montigny-sur-Aube						"POINT(4.7591 47.89664)"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e276753	"Côte-d'Or, con Montigny-sur-Aube"	2997449			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e276753	
98010	"Louette (La) (Charente-Maritime, Marans)"	"Louette (La)"		Marans		France	17218	Charente-Maritime		Marans		98199	"Marans (Charente-Maritime, La Rochelle)"			"POINT(-0.99226 46.30883)"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e276768	"Charente-Maritime, con et cne Marans"	2996103			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e276768	
98011	"Louradou (mas de) (Aveyron, Cornus)"	"Louradou (mas de)"		Montpaon		France	12155	Aveyron		Cornus		324315	"Montpaon (Aveyron, Cornus)"			"POINT(3.11585 43.86627)"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e277863	"Aveyron, con Cornus, cne Montpaon"	2992170			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e277863	
98013	"Lourdes (Hautes-Pyrénées, Argelès)"	Lourdes		Lourdes		France	65286	Hautes-Pyrénées	Argelès							"POINT(-0.04611 43.09461)"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e277889	"Hautes-Pyrénées, ar. Argelès"	2997395			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e277889	
98014	"Louvetot (Seine-Maritime, Bellencombre)"	Louvetot		Louvetot		France	76328	Seine-Maritime		Bellencombre		323614	"Grigneuseville (Seine-Maritime, Bellencombre)"			"POINT(1.19338516 49.65502078)"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e277922	"Seine-Maritime, con Bellencombre, cne Grigneuseville"		P22200608		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e277922	
98018	"Louvigny (Basses-Pyrénées, Arzacq)"	Louvigny		Louvigny		France	64355	Basses-Pyrénées		Arzacq						"POINT(-0.44347 43.51198)"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e277980	"Basses-Pyrénées, con Arzacq"	2997328			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e277980	
98019	"Louvigny (Calvados, Caen)"	Louvigny		Louvigny		France	14383	Calvados		Caen						"POINT(-0.39376 49.15715)"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e277995	"Calvados, con Caen"	2997325			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e277995	
98020	"Louvres (Seine-et-Oise, Luzarches)"	Louvres		Louvres		France	95351	Seine-et-Oise		Luzarches						"POINT(2.50479 49.0446)"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e278021	"Seine-et-Oise, con Luzarches"	2997317			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e278021	
98021	"Lozère (Seine-et-Oise, Palaiseau)"	Lozère		Palaiseau		France	91477	Seine-et-Oise		Palaiseau		325311	"Palaiseau (Seine-et-Oise, Versailles)"			"POINT(2.2498 48.71828)"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e278070	"Seine-et-Oise, con et cne Palaiseau"	2988758			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e278070	
98022	"Lozeroye (petite maison appelée) (Eure-et-Loir)"	"Lozeroye (petite maison appelée)"		"Lozeroye (petite maison appelée)"		France	28085	Eure-et-Loir				95809	"Chartres (Eure-et-Loir)"			"POINT(1.4881434 48.4438601)"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e278085	"région Chartres"				Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e278085	
98024	"Lubersac (Corrèze, Brive)"	Lubersac		Lubersac		France	19121	Corrèze	Brive							"POINT(1.40457 45.44474)"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e278100	"Corrèze, ar. Brive"	2997271			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e278100	
98025	"Luc (Gard, Nîmes)"	Luc		Luc		France	30189	Gard		Nîmes		99051	"Nîmes (Gard)"			"POINT(4.35266769 43.84122554)"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e278115	"Gard, con et cne Nîmes"		P65217152		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e278115	
98026	"Lucenat (Allier, Moulins)"	Lucenat		Villeneuve-sur-Allier		France	03316	Allier		Moulins		102053	"Villeneuve-sur-Allier (Allier, Moulins, Moulins)"			"POINT(3.2485 46.66021)"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e278184	"Allier, con Moulins, cne Villeneuve-sur-Allier"	2968521			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e278184	
98028	"Lucheux (Somme, Doullens)"	Lucheux	Lucheu|Lucheu-en-Ternois	Lucheux		France	80495	Somme		Doullens						"POINT(2.41309 50.19688)"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e278226	"Somme, con Doullens"	2997218			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e278226	
98029	"Lucy (Nièvre, Cosne, Cosne)"	Lucy		Lucy		France	58193	Nièvre	Cosne	Cosne		99025	"Neuvy-sur-Loire (Nièvre, Cosne, Cosne)"			"POINT(2.88868761 47.54161183)"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e278259	"Nièvre, ar. et con Cosne, cne Neuvy-sur-Loire"		P73679282		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e278259	
98030	"Lucy (Seine-Maritime, Neufchâtel-en-Bray)"	Lucy		Lucy		France	76399	Seine-Maritime		Neufchâtel-en-Bray						"POINT(1.45599 49.7837)"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e278274	"Seine-Maritime, con Neufchâtel-en-Bray"	2997198			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e278274	
98033	"Lugagnac (Aveyron, Peyreleau)"	Lugagnac		Rivière-sur-Tarn		France	12200	Aveyron		Peyreleau		325317	"Rivière-sur-Tarn (Aveyron, Millau, Tarn et Causses)"			"POINT(3.13036 44.18819)"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e278331	"Aveyron, con Peyreleau, cne Rivière-sur-Tarn"	2983378			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e278331	
98034	"Auvergne (Allier, Cantal, Haute-Loire, Puy-de-Dôme)"	Auvergne		Auvergne		France		"Allier, Cantal, Haute-Loire, Puy-de-Dôme"								"POINT(3.16667 45.66667)"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e146135	province	3035876			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e146135	d6e11157
98035	"Lugans (Aveyron, Laissac)"	Lugans		Gaillac-d'Aveyron		France	12107	Aveyron		Laissac		97046	"Gaillac-d'Aveyron (Aveyron, Laissac)"			"POINT(2.92897 44.3552)"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e278346	"Aveyron, con Laissac, cne Gaillac-d'Aveyron"	3016823			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e278346	
