"Place H-ID"	"Place Record Title"	"Place name"	"Additional (equivalent) names"	"Name chosen"	"Place type"	Country	"Code insee"	Department	Arrondissement	Canton	Town	"Municipality (record pointer) (Place) H-ID"	"Municipality (record pointer) (Place) Record Title"	County	Province	"Location (mappable)"	"Locational certainty"	"Index Reference"	Note	"GeoNames ID"	"DicoTopo ID"	"WikiData ID"	indexReference	IndexFontenay
98036	"Lugdunagium (Gard, Vigan (Le))"	Lugdunagium		Lugdunagium		France	30311	Gard	"Vigan (Le)"			325318	"Sauve (Gard, Le Vigan)"			"POINT(3.9513061 43.9406901)"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e278361	"région de Sauve"	2975674			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e278361	
98037	"Luisant (Eure-et-Loir, Chartres)"	Luisant		Luisant		France	28220	Eure-et-Loir		Chartres						"POINT(1.46864891 48.42344802)"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e278469	"Eure-et-Loir, con Chartres"	2997148			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e278469	
98038	"Lumière (La) (Gard, Beaucaire)"	"Lumière (La)"		Vallabrègues		France	30336	Gard		Beaucaire		325320	"Vallabrègues (Gard, Beaucaire)"			"POINT(4.62662 43.85307)"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e278484	"Gard, con Beaucaire, cne Vallabrègues"	2970978			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e278484	
98041	"Lunel (Hérault, Montpellier)"	Lunel		Lunel		France	34145	Hérault	Montpellier							"POINT(4.13611 43.67778)"			"Hérault, ar. Montpellier"	2997116			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e278581	
98043	"Lunel, château royal (Hérault, Montpellier)"	"Lunel, château royal"		Lunel		France	34145	Hérault	Montpellier			98041	"Lunel (Hérault, Montpellier)"			"POINT(4.13611 43.67778)"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e278611		2997116			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e278611	
98046	"Palus (La) (Hérault, Montpellier)"	"Palus (La)"	"Lunel, étang"	Lunel		France	34145	Hérault	Montpellier			98041	"Lunel (Hérault, Montpellier)"			"POINT(4.13611 43.67778)"			"La Palus, des deux côtés du canal de Lunel"	2997116			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e278635	
98047	"Lunel, — juge royal (Hérault, Montpellier)"	"Lunel , — juge royal"		Lunel		France	34145	Hérault	Montpellier							"POINT(4.13611 43.67778)"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e278648		2997116			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e278648	
98049	"Lunézy (Seine-et-Oise, Palaiseau)"	Lunézy		Nozay		France	91458	Seine-et-Oise		Palaiseau		323206	"Nozay (Essonne, Palaiseau, Ulis (Les))"			"POINT(2.24151 48.65921)"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e278706	"Seine-et-Oise, con Palaiseau, cne Nozay"	2989874			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e278706	
98051	"Lursinade (Tarn-et-Garonne, Moissac)"	Lursinade		Moissac		France	82112	Tarn-et-Garonne		Moissac		98483	"Moissac (Tarn-et-Garonne, Castelsarrasin)"			"POINT(1.08474 44.1045)"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e278802	"Tarn-et-Garonne, con et cne Moissac"	2993586			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e278802	
98052	"Lusignan (Vienne, Poitiers)"	Lusignan		Lusignan		France	86139	Vienne	Poitiers							"POINT(0.12204 46.43531)"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e278817	"Vienne, ar. Poitiers"	2997058			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e278817	
98054	"Lusignan, château (Vienne, Poitiers)"	"Lusignan, château"		Lusignan		France	86139	Vienne	Poitiers			98052	"Lusignan (Vienne, Poitiers)"			"POINT(0.12204 46.43531)"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e278844		2997058			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e278844	
98057	"Luttin (Seine-et-Marne, Crécy-en-Brie)"	Luttin	Lutin	Voulangis		France	77529	Seine-et-Marne		Crécy-en-Brie		102146	"Voulangis (Seine-et-Marne, Crécy-en-Brie)"			"POINT(2.89558 48.85252)"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e278957	"Seine-et-Marne, con Crécy-en-Brie, cne Voulangis"	2967639	P83102069		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e278957	
98058	Luxembourg	Luxembourg		Luxembourg		Luxembourg										"POINT(6.13 49.61167)"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e278990	Luxembourg	2960316			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e278990	
98060	"Luz (Les) (Gironde, Villandraut)"	"Luz (Les)"	Flus	Uzeste		France	33537	Gironde		Villandraut		101692	"Uzeste (Gironde, Villandraut)"			"POINT(-0.32336 44.4414)"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e279055|Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e213989	"Gironde, con Villandraut, cne Uzeste|Les Luz, Gironde, con Villandraut, cne Uzeste"	2971257				
98061	"Luzarches (Seine-et-Oise, Pontoise)"	Luzarches		Luzarches		France	95352	Seine-et-Oise	Pontoise							"POINT(2.4223 49.11319)"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e279066	"Seine-et-Oise, ar. Pontoise"	2996982			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e279066	
98063	"Luzenac, château (Ariège, Saint-Girons, Saint-Girons)"	"Luzenac, château"		Luzenac		France	09214	Ariège	Saint-Girons	Saint-Girons		325369	"Luzenac (Ariège, Saint-Girons, Saint-Girons)"			"POINT(1.0788883 42.9541173)"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e279159	"Ariège, ar. et con Saint-Girons, cne Moulis"	2991461			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e279159	
98064	"Lyon (Rhône)"	Lyon	"Lugdunum|Lugdunensis|Lugdunensis, civitas"	Lyon		France	69123	Rhône								"POINT(4.84671 45.74846)"				2996944			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e279174|Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e278376	d6e14061
98068	"Auvergne, — commissaires à la levée de l'aide au mariage de la reine d'Angleterre dans le bailliage"	"Auvergne , — commissaires à la levée de l'aide au mariage de la reine d'Angleterre dans le bailliage"		Auvergne		France										"POINT(3.16667 45.66667)"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e146263		3035876			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e146263	
98071	"Lyon, cité (Rhône)"	"Lyon, cité"		Lyon		France	69123	Rhône				98064	"Lyon (Rhône)"			"POINT(4.84671 45.74846)"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e279320		2996944			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e279320	
98075	"Lyon, portes (Rhône)"	"Lyon, portes"		Lyon		France	69123	Rhône				98064	"Lyon (Rhône)"			"POINT(4.84671 45.74846)"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e279368		2996944			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e279368	
98078	Lyonnais	Lyonnais		Lyonnais		France						98064	"Lyon (Rhône)"			"POINT(4.5 45.75)"			province	2996941			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e279416|Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e279428	
98081	"Lyons, forêt (de) (Eure, Seine-Maritime, Lyons-la-Forêt, Fleury-sur-Andelle, Étrépagny, Argueil et Gournay)"	"Lyons, forêt (de)"		"Lyons (forêt de)"		France		"Eure, Seine-Maritime"		"Lyons-la-Forêt, Fleury-sur-Andelle, Étrépagny, Argueil et Gournay"						"POINT(1.58374786 49.55417096)"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e279473	"Eure, cons Lyons-la-Forêt et Fleury-sur-Andelle, et Étrépagny, Seine-Maritime, cons Argueil et Gournay"		P05330838		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e279473	
98083	"Lyons-la-Forêt (Eure, Andelys (Les))"	Lyons-la-Forêt	Lyons	Lyons-la-Forêt		France	27377	Eure	"Andelys (Les)"							"POINT(1.47709 49.39892)"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e279548	"Eure, ar. Les Andelys"	2996938			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e279548	
98086	"Lyre (La) (Eure, Rugles)"	"Lyre (La)"	Lyre	"Vieille-Lyre et Neuve-Lyre"		France	"27685 27431"	Eure		Rugles		325383|325384	"Vieille-Lyre (La) (Eure, Rugles)|Neuve-Lyre (La) (Eure, Rugles)"			"POINT(0.74811 48.912265)"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e279624	"La Vieille-Lyre et La Neuve-Lyre, Eure, con Rugles"	3005588|3007785				
98091	"Lys-lez-Lannoy (Nord, Lannoy)"	Lys-lez-Lannoy	Lys-lès-Lannoy	Lys-lez-Lannoy		France	59367	Nord		Lannoy						"POINT(3.21667 50.66667)"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e279737	"Nord, con Lannoy"	2996927			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e279737	
98092	"Machault (Seine-et-Marne, Le Châtelet)"	Machault		Machault		France	77266	Seine-et-Marne		"Le Châtelet"						"POINT(2.83137 48.45553)"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e279923	"Seine-et-Marne, con Le Châtelet"	2996909			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e279923	
98093	"Mâcon (Saône-et-Loire)"	Mâcon	Matisconensis	Mâcon		France	71270	Saône-et-Loire								"POINT(4.82823 46.31407)"			Saône-et-Loire	2996882			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e280081|Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e280216	
98103	"Mâcon, cimetière des juifs (Saône-et-Loire)"	"Mâcon, cimetière des juifs"		Mâcon		France	71270	Saône-et-Loire				98093	"Mâcon (Saône-et-Loire)"			"POINT(4.82823 46.31407)"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e280240		2996882			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e280240	
98109	"Mâcon, péage royal (Saône-et-Loire)"	"Mâcon, péage royal"		Mâcon		France	71270	Saône-et-Loire				98093	"Mâcon (Saône-et-Loire)"			"POINT(4.82823 46.31407)"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e280313		2996882			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e280313	
98113	"Madeleine-d'Orthies (La) (Seine-et-Marne, Rozoy)"	"Madeleine-d'Orthies (La)"	"Bonne-Fontaine, chapelle (de)|Orthies, chapelle (d')"	Dammartin-sur-Tigeaux		France	77154	Seine-et-Marne		Rozoy	Dammartin-sur-Tigeaux	96448	"Dammartin-sur-Tigeaux (Seine-et-Marne, Rozay-en-Brie)"			"POINT(2.91912 48.81933)"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e163862|Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e280358|Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e311470	"Seine-et-Marne, con Rozoy, cne Dammartin-sur-Tigeaux"	3021844				
98114	"Magney (Haute-Saône, Mamay)"	Magney		Bay		France	70057	Haute-Saône		Mamay		99668	"Bay (Haute-Saône, Marnay)"			"POINT(5.71856 47.289)"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e280381	"Haute-Saône, con Mamay, cne Bay"	3034501			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e280381	
98116	"Magny-le-Hongre (Seine-et-Marne, Crécy-en-Brie)"	Magny-le-Hongre		Magny-le-Hongre		France	77268	Seine-et-Marne		Crécy-en-Brie						"POINT(2.81546 48.86325)"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e280411	"Seine-et-Marne, con Crécy-en-Brie"	2996755			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e280411	
98124	"Mailhac (Aude, Ginestas)"	Mailhac		Mailhac		France	11212	Aude		Ginestas						"POINT(2.82731 43.30335)"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e280874	"Aude, con Ginestas"	2996717			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e280874	
98125	"Mailhoc (Tarn, Albi, Albi)"	Mailhoc	Magnoloco	Mailhoc		France	81152	Tarn	Albi	Albi						"POINT(2.07049 44.0051)"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e280900	"Tarn, ar. et con Albi"	2996713			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e280900	
98126	"Maillas (Landes, Roquefort)"	Maillas	Mailhans	Maillas		France	40169	Landes		Roquefort						"POINT(-0.19703 44.24765)"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e281661	"Landes, con Roquefort"	2996710			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e281661|Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e280889	
98127	"Maillicourt (Aisne, Wassigny)"	Maillicourt		Maillicourt		France	02569	Aisne		Wassigny						"POINT(3.6585194285714286 50.02321428571427)"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e281677	"Aisne, con Wassigny, cne Oisy"		P51179678		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e281677	
98128	"Mailly (fief de) (Eure, Pont-de-l'Arche)"	"Mailly (fief de)"		"Mailly (fief de)"		France	27528	Eure		Pont-de-l'Arche						"POINT(1.2035301775147933 49.26011633136097)"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e281692	"Eure, con Pont-de-l'Arche, cne Saint-Cyr-du-Vaudreuil"		P55548397		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e281692	
98129	"Mailly-le-Château (Côte-d'Or, Auxonne)"	Mailly-le-Château		"Les Maillys"		France	21371	Côte-d'Or		Auxonne						"POINT(5.33945 47.1358)"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e281713	"Côte-d'Or, con Auxonne, cne Les Maillys"	3000434			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e281713	
98130	Maine	Maine		Maine		France										"POINT(0 48.25)"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e281761	province	2996671			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e281761	
98132	"Maine, — coutumes"	"Maine , — coutumes"		Maine		France										"POINT(0 48.25)"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e281794		2996671			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e281794	
98133	"Mainneville (Eure, Les Andelys, Canton de Romilly-sur-Andelle)"	Mainneville		Mainneville		France	27379	Eure	"Les Andelys"	"Canton de Romilly-sur-Andelle"						"POINT(1.68082 49.37326)"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e281825	"Eure, con Gisors"	2996657			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e281825	
98137	"Maintru (Seine-Maritime, Londinières)"	Maintru		Maintru		France	76487	Seine-Maritime		Londinières						"POINT(1.3002531617647062 49.797941691176476)"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e282332	"Seine-Maritime, con Londinières, cne Osmoy-Saint-Valéry"		P19205120		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e282332	
98138	"Mainville (Seine-et-Oise, Villeneuve-Saint-Georges)"	Mainville		Draveil		France	91201	Seine-et-Oise		Villeneuve-Saint-Georges						"POINT(2.41418 48.68466)"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e282350	"Seine-et-Oise, con Villeneuve-Saint-Georges, cne Draveil"	3020832			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e282350	
98139	"Mainxe (Charente, Segonzac)"	Mainxe		Mainxe		France	16366	Charente		Segonzac						"POINT(-0.18941 45.64258)"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e282365	"Charente, con Segonzac"	2996644			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e282365	
98142	"Maison Rouge (La) (Seine-et-Marne, Mormant)"	"Maison Rouge (La)"		Fontenailles		France	77191	Seine-et-Marne		Mormant						"POINT(2.95229 48.55221)"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e282433	"Seine-et-Marne, con Mormant, cne Fontenailles"	3017936			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e282433	
98143	"Maisons (Calvados, Trévières)"	Maisons		Maisons		France	14391	Calvados		Trévières						"POINT(-0.74958 49.31375)"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e282448	"Calvados, con Trévières"	2996569			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e282448	
98144	"Maisons-sur-Seine (Seine-et-Oise, Versailles)"	Maisons-sur-Seine		Maisons-Laffitte		France	78358	Seine-et-Oise	Versailles							"POINT(2.14521 48.95264)"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e282466	"Maisons-Laffitte, Seine-et-Oise, ar. Versailles"	2996564			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e282466	
98148	"Majorque, — sacristain"	"Majorque , — sacristain"		Majorque		Spain										"POINT(3.01197 39.6078)"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e282528		2514239			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e282528	
98149	"Maladrerie (La) (Somme, Péronne)"	"Maladrerie (La)"		"La Maladrerie"		France		Somme	Péronne									Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e282555	"lieudit disparu, région de Roisel, Somme, ar. Péronne"				Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e282555	
98150	"Malassise (Seine-et-Marne, Mormant)"	Malassise		Mormant		France	77317	Seine-et-Marne		Mormant						"POINT(2.89025 48.60901)"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e282570	"Seine-et-Marne, con et cne Mormant"	2991754			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e282570	
98151	"Malaucène (Vaucluse, Carpentras)"	Malaucène		Malaucène		France	84069	Vaucluse	Carpentras							"POINT(5.13213 44.17393)"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e282602	"Vaucluse, ar. Carpentras"	2996495			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e282602	
98152	"Malaunay (Seine-Maritime, Maromme)"	Malaunay		Malaunay		France	76402	Seine-Maritime		Maromme						"POINT(1.04292 49.5271)"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e282613	"Seine-Maritime, con Maromme"	2996492			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e282613	
98153	"Malay-le-Roi (Yonne, Sens)"	Malay-le-Roi		Malay-le-Roi		France	89240	Yonne		Sens						"POINT(3.3762750420168075 48.18259218487394)"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e282640	"Yonne, con Sens"		P67823350		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e282640	
98154	"Malayrède (La) (Aude, Belcaire)"	"Malayrède (La)"	Lamalayrède	Belvis		France	11036	Aude		Belcaire		326113	"Belvis (Aude, Limoux, Haute-Vallée de l'Aude (La))"			"POINT(2.07492 42.85044)"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e282655	"Aude, con Belcaire, cne Belvis"		P19615715		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e282655|Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e265022	
98155	"Maidegem (Ecloo)"	Maidegem		Maldegem		Belgium				Ecloo						"POINT(3.44511 51.20737)"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e282685	"Belgique, Flandre-Oce., con Ecloo"	2791857			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e282685	
98156	Auvernay	Auvernay		Villeneuve-sur-Allier		France												Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e146411	"Les Vernes? Lieu-Vernet?, tous deux, Allier, con Moulins, cne Villeneuve-sur-Allier"				Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e146411	
98157	"Malicorne-lès-Charny (Yonne, Charny)"	Malicorne-lès-Charny		Malicorne-lès-Charny		France	34337	Yonne		Charny						"POINT(3.86047 43.53222)"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e282839	"Yonne, con Charny"	2968536			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e282839	
98159	"Mallolière (La) (Charente-Maritime, La Jarrie)"	"Mallolière (La)"		"La Jarrie"		France	17194	Charente-Maritime		"La Jarrie"						"POINT(-1.00955 46.12888)"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e282895	"Charente-Maritime, con et cne La Jarrie"	3008607			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e282895	
98160	"Malmaison (La) (Seine-et-Marne, Rozoy)"	"Malmaison (La)"		Mortcerf		France	77318	Seine-et-Marne		Rozoy						"POINT(2.91692 48.78879)"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e282914	"Seine-et-Marne, con Rozoy, cne Mortcerf"	2991695			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e282914	
98163	"Malvaud (La) (Charente-Maritime, Loulay)"	"Malvaud (La)"		Vergné		France	17464	Charente-Maritime		Loulay						"POINT(-0.5193 46.07296)"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e283016	"Charente-Maritime, con Loulay, cne Vergné"	2969919			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e283016	
98164	"Malveau (Charente-Maritime, Loulay)"	Malveau		Saint-Pierre-de-l'Isle		France	89086	Charente-Maritime		Loulay						"POINT(3.10245 47.82152)"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e283031	"Charente-Maritime, con Loulay, cne Saint-Pierre-de-l'Isle"	2996421			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e283031	
98165	"Malvoisine (Yonne, Pont-sur-Yonne)"	Malvoisine		Champigny		France	89074	Yonne		Pont-sur-Yonne						"POINT(3.13333 48.31667)"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e283046	"ancien fief, Yonne, con Pont-sur-Yonne, cne Champigny"	3027103			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e283046	
98166	"Malvoisine (manoir de) (Oise, Liancourt)"	"Malvoisine (manoir de)"		Saint-Martin-Longueau		France	60587	Oise		Liancourt						"POINT(2.60276 49.34281)"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e283061	"Oise, con Liancourt, cne Saint-Martin-Longueau"	2978235			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e283061	
98168	"Mancellière (ferme de La) (Manche, Isigny)"	"Mancellière (ferme de La)"				France	50256	Manche		Isigny						"POINT(-1.16618 48.64293)"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e283087	"Manche, con Isigny"	3008317			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e283087	
98170	"Mandoul (Tarn, Vielmur)"	Mandoul		Carbes		France	81058	Tarn		Vielmur						"POINT(2.13839 43.63524)"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e283145	"Tarn, con Vielmur, cne Carbes"	3028657			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e283145	
98171	"Manduel (Gard, Marguerittes)"	Manduel		Manduel		France	30155	Gard		Marguerittes						"POINT(4.47247 43.81855)"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e283160	"Gard, con Marguerittes"	2996236			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e283160	
98172	"Manéhouville (Seine-Maritime, Longueville-sur-Scie)"	Manéhouville		Manéhouville		France	76405	Seine-Maritime		Longueville-sur-Scie						"POINT(1.08388 49.83471)"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e283175	"Seine-Maritime, con Longueville-sur-Scie"	2996231			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e283175	
98173	"Manevabla (Aveyron, Camarès)"	Manevabla		Brusque		France	12039	Aveyron		Camarès						"POINT(2.94976 43.76826)"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e283209	"auj. Bois de Saint-Thomas, Aveyron, con Camarès, cne Brusque"	3029741			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e283209	
98174	"Manneville-ès-Plains (Seine-Maritime, Saint-Valéry-en-Caux)"	Manneville-ès-Plains		Manneville-ès-Plains		France	76407	Seine-Maritime		Saint-Valéry-en-Caux						"POINT(0.75748 49.85192)"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e283271	"Seine-Maritime, con Saint-Valéry-en-Caux"	2996197			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e283271	
98175	"Mannoises (Aisne, Laon)"	Mannoises		Athies		France	02028	Aisne		Laon						"POINT(3.68417 49.57369)"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e283286	"Aisne, con Laon, cne Athies"	3036464			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e283286	
98176	"Mans (Le) (Sarthe)"	"Mans (Le)"		"Le Mans"		France	72181	Sarthe								"POINT(0.20251 48.0021)"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e283302	Sarthe	3003603			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e283302	
98179	"Auvers-sur-Oise (Seine-et-Oise, Pontoise)"	Auvers-sur-Oise	Auvers	Auvers-sur-Oise		France	95039	Seine-et-Oise		Pontoise						"POINT(2.16978 49.07158)"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e146492	"-sur-Oise, Seine-et-Oise, con Pontoise"	3035864			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e146492	
98183	"Mant (forêt du) (Seine-et-Marne, Crécy et La Ferté-sous-Jouarre)"	"Mant (forêt du)"		"La Haute-Maison et Villemareuil et Pierrelevée"		France	"77225 77505 77361"	Seine-et-Marne		"Crécy et La Ferté-sous-Jouarre"						"POINT(3.0039466666666663 48.90080666666666)"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e283398|Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e283410	"ancien massif forestier à l'E. de Crécy-en-Brie, con Crécy, cnes La Haute-Maison et Villemareuil, con La Ferté-sous-Jouarre, cne Pierrelevée"	3008776|2968678				
98185	"Mantes (Seine-et-Oise)"	Mantes	Medonta	Mantes		France	78361	Seine-et-Oise								"POINT(1.7167 48.99048)"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e283425	Seine-et-Oise	2996148			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e283425|Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e290948	
