"Person H-ID"	"Person Record Title"	"Family name"	"Given name(s)"	"Alternate name(s) / title(s)"	Gender	"Short description"	"link with organisation (Record relationship) H-ID"	"Relationship type"	"link with organisation (Record relationship) Record Title"	"link with organisation H-ID"	"Organisation Record Title"	"link with organisation Record Title"	"link with person (Record relationship) H-ID"	"Relationship type"	"link with person (Record relationship) Record Title"	"link with person H-ID"	"link with person Record Title"	"link_to_place (Record relationship) H-ID"	"Relationship type"	"link_to_place (Record relationship) Record Title"	"link_to_place H-ID"	"Place Record Title"	"link_to_place Record Title"	"link with subject (Record relationship) H-ID"	"Title for relationship"	"Short description"	"Relationship type"	"Interpretation / commentary >"	"Interpretation / commentary > Record Title"	"link with subject (Record relationship) Record Title"	"link with subject H-ID"	"Subject Record Title"	"link with subject Record Title"	"link with act (Record relationship) H-ID"	"Title for relationship"	"Short description"	"Relationship type"	"Interpretation / commentary >"	"Interpretation / commentary > Record Title"	"link with act (Record relationship) Record Title"	"link with act H-ID"	"link with act Record Title"	Note	"Index reference"	"CartulR Entity ID"	IndexFontenay	"date from"	"date from (temporal)"	"date to"	"date to (temporal)"
83889	"Jean de Roufay"	"Jean de Roufay"				chevalier																																						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e256240						
83890	"Jean de Rougemont"	"Jean de Rougemont"				"Johannes de Rubeo Monte, chevalier du roi"																																						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e256255						
83891	"Jean de Rougemont"	"Jean de Rougemont"				"Johannes de Rubeo Monte , — et maître des forêts"																																						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e256267						
83892	"Jean de Rougemont"	"Jean de Rougemont"				"Johannes de Rubeo Monte , — et membre de l'Hôtel du roi"												103863	"a pour surnom"	"Jean de Rougemont | a pour surnom - > Rougemont (Loiret, Outarville)"	86279	"Rougemont (Loiret, Outarville)"	"Rougemont (Loiret, Outarville)"																					Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e256279						
83893	"Jean de Rouvray (Me)"	"Jean de Rouvray (Me)"				"clerc du roi, collecteur des amiates"																																						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e256295						
83894	"Jean de Rouvray"	"Jean de Rouvray"				"seigneur de Grainville-sur-Ry, chevalier du roi"	323510|330223	"est seigneur / dame de|est sire / seigneur / dame de"	"Jean de Rouvray | est seigneur / dame de - > Grainville, seigneurie|Jean de Rouvray | est sire / seigneur / dame de - > Grainville, seigneurie"	97248|97248	"Grainville, seigneurie|Grainville, seigneurie"	"Grainville, seigneurie|Grainville, seigneurie"						103865	"a pour surnom"	"Jean de Rouvray | a pour surnom - > Rouvray (Seine-Maritime)"	86302	"Rouvray (Seine-Maritime)"	"Rouvray (Seine-Maritime)"																					Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e256314						
83895	"Jean de Rouy"	"Jean de Rouy"																103868	"a pour surnom"	"Jean de Rouy | a pour surnom - > Rouy (Aisne, Chauny)"	86303	"Rouy (Aisne, Chauny)"	"Rouy (Aisne, Chauny)"																					Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e256332						
83896	"Jean de Roye (Me)"	"Jean de Roye (Me)"				"clerc du roi, chanoine de Saint-Quentin"																																						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e256347						
83897	"Jean de Rueil"	"Jean de Rueil"																103874	"a pour surnom"	"Jean de Rueil | a pour surnom - > Rueil (Yvelines, Marly-le-Roi)"	86313	"Rueil (Yvelines, Marly-le-Roi)"	"Rueil (Yvelines, Marly-le-Roi)"																					Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e256362						
83898	"Hugues Astorg"	"Hugues Astorg"					324004	"est baile de"	"Astorg (Hugues) | est baile de - > Laissac, bailie"	324001	"Laissac, bailie"	"Laissac, bailie"																																Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e144176						
83899	"Jean de Rutel ou Ritel"	"Jean de Rutel ou Ritel"				écuyer												103880	"a pour surnom"	"Jean de Rutel ou Ritel | a pour surnom - > Rutel (Seine-et-Marne)"	86317	"Rutel (Seine-et-Marne)"	"Rutel (Seine-et-Marne)"																					Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e256385						
83900	"Jean de Saint-Denis"	"Jean de Saint-Denis"				"chevalier du roi, sénéchal de Poitou et en Limousin"	324212|331266|331271	"est sénéchal de|est sénéchal de|est sénéchal de"	"Jean de Saint-Denis | est sénéchal de - > Limousin, sénéchaussée|Jean de Saint-Denis | est sénéchal de - > Poitou, sénéchaussée|Jean de Saint-Denis | est sénéchal de - > Limousin, sénéchaussée"	97878|85750|97878	"Limousin, sénéchaussée|Poitou, sénéchaussée|Limousin, sénéchaussée"	"Limousin, sénéchaussée|Poitou, sénéchaussée|Limousin, sénéchaussée"						326395	"est le surnom de"	"Saint-Denis | est le surnom de - > Jean de Saint-Denis"																								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e256401						
83901	"Jean de Saint-Germain"	"Jean de Saint-Germain"				"bourgeois royal de Paris"												328853	"est bourgeois royal / bourgeoise royale de"	"Jean de Saint-Germain | est bourgeois royal / bourgeoise royale de - > Paris (Aude, Chalabre)"	99348	"Paris (Aude, Chalabre)"	"Paris (Aude, Chalabre)"																					Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e256416						
83902	"Jean de Saint-Germain-Laxis"	"Jean de Saint-Germain-Laxis"				écuyer												103903|103905	"a pour surnom|a pour surnom"	"Jean de Saint-Germain-Laxis | a pour surnom - > Saint-Germain (Seine-et-Marne, Melun)|Jean de Saint-Germain-Laxis | a pour surnom - > Saint-Germain-Laxis (Seine-et-Marne, Melun)"	86358|86360	"Saint-Germain (Seine-et-Marne, Melun)|Saint-Germain-Laxis (Seine-et-Marne, Melun)"	"Saint-Germain (Seine-et-Marne, Melun)|Saint-Germain-Laxis (Seine-et-Marne, Melun)"																					Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e256434						
83903	"Jean de Saint-Just (Me)"	"Jean de Saint-Just (Me)"				"magister Johannes de Sancto Justo, clerc du roi, chantre d'Albi"																																						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e256449						
83904	"Jean de Saint-Just"	"Jean de Saint-Just"				"sergent du Châtelet"	329969	"est sergent de"	"Jean de Saint-Just | est sergent de - > Châtelet de Paris"	281959	"Châtelet de Paris"	"Châtelet de Paris"						103908	"a pour surnom"	"Jean de Saint-Just | a pour surnom - > Saint-Just (Oise)"	86368	"Saint-Just (Oise)"	"Saint-Just (Oise)"																					Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e256511						
83905	"Jean de Saint-Martin"	"Jean de Saint-Martin"				"donzel, seigneur de Caumont"	321486|330013	"est seigneur / dame de|est sire / seigneur / dame de"	"Jean de Saint-Martin | est seigneur / dame de - > Caumont, seigneurie|Jean de Saint-Martin | est sire / seigneur / dame de - > Caumont, seigneurie"	95600|95600	"Caumont, seigneurie|Caumont, seigneurie"	"Caumont, seigneurie|Caumont, seigneurie"						326405	"est le surnom de"	"Saint-Martin | est le surnom de - > Jean de Saint-Martin"																								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e256530						
83906	"Jean de Saint-Sigismond"	"Jean de Saint-Sigismond"				chevalier												103178	"a pour surnom"	"Jean de Saint-Sigismond | a pour surnom - > Saint-Sigismond (Loiret, Patay)"	100980	"Saint-Sigismond (Loiret, Patay)"	"Saint-Sigismond (Loiret, Patay)"																					Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e256546						
83907	"Jean de Saint-Vrain"	"Jean de Saint-Vrain"				"bailli de Vitry"	330125	"est bailli de"	"Jean de Saint-Vrain | est bailli de - > Vitry-en-Perthois, bailliage"	102114	"Vitry-en-Perthois, bailliage"	"Vitry-en-Perthois, bailliage"																															"corr. Saint-Verain?"	Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e256561						
83908	"Jean de Salm"	"Jean de Salm"																																										Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e256579						
83909	"Astorg de Lunac"	"Astorg de Lunac"																325322	"a pour surnom"	"Astorg de Lunac | a pour surnom - > Lunac (Lot-et-Garonne, Port-Sainte-Marie)"	325321	"Lunac (Lot-et-Garonne, Port-Sainte-Marie)"	"Lunac (Lot-et-Garonne, Port-Sainte-Marie)"																					Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e144192						
83910	"Jean de Saune"	"Jean de Saune"																103198	"a pour surnom"	"Jean de Saune | a pour surnom - > Saune (Haute-Garonne, Caraman)"	101089	"Saune (Haute-Garonne, Caraman)"	"Saune (Haute-Garonne, Caraman)"																					Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e256590						
83911	"Jean de Savigny"	"Jean de Savigny"				"évêque de Nevers"	329653	"est évêque de"	"Jean de Savigny | est évêque de - > Nevers, diocèse"	99033	"Nevers, diocèse"	"Nevers, diocèse"																																Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e256605						
83912	"Jean d'Escas"	"Jean d'Escas"				"consul de Port-Sainte-Marie"												331284|326474	"est consul de|est le surnom de"	"Jean d'Escas | est consul de - > Port-Sainte-Marie (Lot-et-Garonne, Agen)|Escas | est le surnom de - > Jean d'Escas"	331282	"Port-Sainte-Marie (Lot-et-Garonne, Agen)"	"Port-Sainte-Marie (Lot-et-Garonne, Agen)"																					Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e256623						
83913	"Jean de Seine-Port"	"Jean de Seine-Port"																																										Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e256639						
83914	"Jean de Senlis"	"Jean de Senlis"																103206	"a pour surnom"	"Jean de Senlis | a pour surnom - > Senlis (Oise)"	101152	"Senlis (Oise)"	"Senlis (Oise)"																					Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e256654						
83915	"Jean de Serez (Me)"	"Jean de Serez (Me)"				"clerc du roi, trésorier de Lisieux"	325765	"est trésorier de"	"Jean de Serez (Me) | est trésorier de - > Lisieux, église cathédrale Notre-Dame, trésorerie"	325764	"Lisieux, église cathédrale Notre-Dame, trésorerie"	"Lisieux, église cathédrale Notre-Dame, trésorerie"						103976	"a pour surnom"	"Jean de Serez (Me) | a pour surnom - > Serez (Eure)"	86511	"Serez (Eure)"	"Serez (Eure)"																					Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e256669						
83916	"Jean des Murs"	"Jean des Murs"				écuyer												103541	"a pour surnom"	"Jean des Murs | a pour surnom - > Murs (Les) (Seine-et-Marne)"	85095	"Murs (Les) (Seine-et-Marne)"	"Murs (Les) (Seine-et-Marne)"																					Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e256719						
83917	"Jean de Soissons (Me)"	"Jean de Soissons (Me)"				"sire d'Ostel"												103220	"a pour surnom"	"Jean de Soissons (Me) | a pour surnom - > Soissons (Aisne)"	101271	"Soissons (Aisne)"	"Soissons (Aisne)"																					Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e256734						
83918	"Jean de Soisy"	"Jean de Soisy"				chevalier												103998	"a pour surnom"	"Jean de Soisy | a pour surnom - > Soisy (Seine-et-Oise)"	86606	"Soisy (Seine-et-Oise)"	"Soisy (Seine-et-Oise)"																					Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e256749						
83919	"Jean de Somme-Vesle"	"Jean de Somme-Vesle"				"chevalier, sa veuve et ses enfants"												103225	"a pour surnom"	"Jean de Somme-Vesle | a pour surnom - > Somme-Vesle (Marne, Marson)"	101303	"Somme-Vesle (Marne, Marson)"	"Somme-Vesle (Marne, Marson)"																					Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e256765						
83920	"Astorg de Volton"	"Astorg de Volton"				chevalier												104178	"a pour surnom"	"Astorg de Volton | a pour surnom - > Volton (Puy-de-Dôme)"	86948	"Volton (Puy-de-Dôme)"	"Volton (Puy-de-Dôme)"																					Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e144207						
83921	"Jean de Soulles"	"Jean de Soulles"				"chevalier du roi"												104007	"a pour surnom"	"Jean de Soulles | a pour surnom - > Soulles (Manche)"	86615	"Soulles (Manche)"	"Soulles (Manche)"																					Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e256780						
83922	"Jean d'Espagne"	"Jean d'Espagne"				"sergent du roi au Châtelet de Paris"	329985	"est sergent royal de"	"Jean d'Espagne | est sergent royal de - > Châtelet de Paris"	281959	"Châtelet de Paris"	"Châtelet de Paris"						326475	"est le surnom de"	"Espagne | est le surnom de - > Jean d'Espagne"																								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e256798						
83923	"Jean des Prés"	"Jean des Prés"																103085	"a pour surnom"	"Jean des Prés | a pour surnom - > Prés (Les) (Charente-Maritime, Aigrefeuille-d'Aunis)"	100053	"Prés (Les) (Charente-Maritime, Aigrefeuille-d'Aunis)"	"Prés (Les) (Charente-Maritime, Aigrefeuille-d'Aunis)"																					Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e256813						
83924	"Jean d'Esserent (Me)"	"Jean d'Esserent (Me)"																104533	"a pour surnom"	"Jean d'Esserent (Me) | a pour surnom - > Esserent (Oise, Senlis, Montataire)"	82115	"Esserent (Oise, Senlis, Montataire)"	"Esserent (Oise, Senlis, Montataire)"																					Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e256828						
83925	"Jean de Termes"	"Jean de Termes"				banni												103234	"a pour surnom"	"Jean de Termes | a pour surnom - > Termes (Aude, Monthoumet)"	101382	"Termes (Aude, Monthoumet)"	"Termes (Aude, Monthoumet)"																					Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e256843						
83926	"Jean de Thézy"	"Jean de Thézy"				écuyer												103240	"a pour surnom"	"Jean de Thézy | a pour surnom - > Thézy (Somme, Boves)"	101408	"Thézy (Somme, Boves)"	"Thézy (Somme, Boves)"																					Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e256859						
83927	"Jean V de Thourotte"	"Jean V de Thourotte"				damoiseau												103248	"a pour surnom"	"Jean V de Thourotte | a pour surnom - > Thourotte (Oise, Ribécourt)"	101426	"Thourotte (Oise, Ribécourt)"	"Thourotte (Oise, Ribécourt)"																					Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e256877						
83928	"Jean de Tourneville"	"Jean de Tourneville"				chevalier												104051	"a pour surnom"	"Jean de Tourneville | a pour surnom - > Tourneville (Eure, Évreux)"	86777	"Tourneville (Eure, Évreux)"	"Tourneville (Eure, Évreux)"																					Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e256892						
83929	"Jean de Touvau"	"Jean de Touvau"																104052	"a pour surnom"	"Jean de Touvau | a pour surnom - > Touvau (Essonne)"	86780	"Touvau (Essonne)"	"Touvau (Essonne)"																					Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e256910						
83930	"Jean de Tremblay"	"Jean de Tremblay"				"bourgeois de Paris, son fils"												104057|328763	"a pour surnom|est bourgeois / bourgeoise / habitant / habitante de"	"Jean de Tremblay | a pour surnom - > Tremblay (Seine-et-Oise)|Jean de Tremblay | est bourgeois / bourgeoise / habitant / habitante de - > Paris (Aude, Chalabre)"	86785|99348	"Tremblay (Seine-et-Oise)|Paris (Aude, Chalabre)"	"Tremblay (Seine-et-Oise)|Paris (Aude, Chalabre)"																					Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e256925						
83931	"Astruc (Bon)"	"Astruc (Bon)"				"juif de Cologne"												329050	"est juif / juive de"	"Astruc (Bon) | est juif / juive de - > Cologne (Gers, Auch)"	322029	"Cologne (Gers, Auch)"	"Cologne (Gers, Auch)"																					Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e144222						
83932	"Jean de Trie"	"Jean de Trie"				"garde du bailliage de Caux, sergent du Roi"	327695	"est garde de"	"Jean de Trie | est garde de - > Caux, bailliage"	95606	"Caux, bailliage"	"Caux, bailliage"						104063	"a pour surnom"	"Jean de Trie | a pour surnom - > Trie (Oise)"	86791	"Trie (Oise)"	"Trie (Oise)"																					Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e256940						
83933	"Jean de Valence"	"Jean de Valence"				"sa femme"												104076	"a pour surnom"	"Jean de Valence | a pour surnom - > Valence (Tarn-et-Garonne)"	86817	"Valence (Tarn-et-Garonne)"	"Valence (Tarn-et-Garonne)"																					Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e256956						
83934	"Jean de Valenciennes"	"Jean de Valenciennes"				"seigneur de Cayphas, chevalier du roi saint Louis"	321502|330015	"est seigneur / dame de|est sire / seigneur / dame de"	"Jean de Valenciennes | est seigneur / dame de - > Cayphas, seigneurie|Jean de Valenciennes | est sire / seigneur / dame de - > Cayphas, seigneurie"	95621|95621	"Cayphas, seigneurie|Cayphas, seigneurie"	"Cayphas, seigneurie|Cayphas, seigneurie"																																Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e256971						
83935	"Jean de Vannoise"	"Jean de Vannoise"				"bailli de Chaumont, puis garde des foires de Champagne et de Brie"	321623|329709|329710|330048	"est garde de|est garde des foires de|est garde des foires de|est bailli de"	"Jean de Vannoise | est garde de - > Champagne, foires|Jean de Vannoise | est garde des foires de - > Champagne, foires|Jean de Vannoise | est garde des foires de - > Brie, foires|Jean de Vannoise | est bailli de - > Chaumont, bailliage"	95727|95727|95181|95921	"Champagne, foires|Champagne, foires|Brie, foires|Chaumont, bailliage"	"Champagne, foires|Champagne, foires|Brie, foires|Chaumont, bailliage"						104089	"a pour surnom"	"Jean de Vannoise | a pour surnom - > Vannoise (Yonne)"	86833	"Vannoise (Yonne)"	"Vannoise (Yonne)"																					Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e256989						
83936	"Jean de Varennes"	"Jean de Varennes"				"chevalier du roi, Johannes de Varenis, miles regis, sire de Bray-sur-Somme"	321013|330009	"est sire / seigneur / dame de|est sire / seigneur / dame de"	"Jean de Varennes | est sire / seigneur / dame de - > Bray-sur-Somme, seigneurie|Jean de Varennes | est sire / seigneur / dame de - > Bray-sur-Somme, seigneurie"	95125|95125	"Bray-sur-Somme, seigneurie|Bray-sur-Somme, seigneurie"	"Bray-sur-Somme, seigneurie|Bray-sur-Somme, seigneurie"						104092	"a pour surnom"	"Jean de Varennes | a pour surnom - > Varennes (Somme)"	86836	"Varennes (Somme)"	"Varennes (Somme)"																					Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e257004						
83937	"Jean de Vauchassis"	"Jean de Vauchassis"				"commissaire substitut sur le fait des juifs, demeurant à Provins"												104100|328977	"a pour surnom|est habitant / habitante de"	"Jean de Vauchassis | a pour surnom - > Vauchassis (Aube)|Jean de Vauchassis | est habitant / habitante de - > Provins (Seine-et-Marne)"	86844|100075	"Vauchassis (Aube)|Provins (Seine-et-Marne)"	"Vauchassis (Aube)|Provins (Seine-et-Marne)"																					Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e257064						
83938	"Jean de Vaumont"	"Jean de Vaumont"																104102	"a pour surnom"	"Jean de Vaumont | a pour surnom - > Vaumont (Oise)"	86846	"Vaumont (Oise)"	"Vaumont (Oise)"																					Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e257079						
83939	"Jean de Vayres"	"Jean de Vayres"				"chevalier du Roi"												326436	"est le surnom de"	"Vayres | est le surnom de - > Jean de Vayres"																								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e257095						
83940	"Jean de Vergy"	"Jean de Vergy"				"sénéchal de Bourgogne"	320962	"est sénéchal de"	"Jean de Vergy | est sénéchal de - > Bourgogne, comté (de)"	95062	"Bourgogne, comté (de)"	"Bourgogne, comté (de)"						103278	"a pour surnom"	"Jean de Vergy | a pour surnom - > Vergy (Côte-d'Or, Gevrey-Chambertin)"	101871	"Vergy (Côte-d'Or, Gevrey-Chambertin,Longvic)"	"Vergy (Côte-d'Or, Gevrey-Chambertin,Longvic)"																					Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e257122						
83941	"Jean de Verre"	"Jean de Verre"				"sa terre"												326441	"est le surnom de"	"Verre | est le surnom de - > Jean de Verre"																								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e257137						
83942	"Astruc (Vivant)"	"Astruc (Vivant)"				"de Limoux, juif de Belvèze"												319983|328703|329039	"est juif / juive de|a pour surnom|est juif / juive de"	"Astruc (Vivant) | est juif de - > Belvèze (ancien faubourg de Narbonne) (Aude)|Astruc (Vivant) | a pour surnom - > Limoux (Aude)|Astruc (Vivant) | est juif / juive de - > Belvèze (ancien faubourg de Narbonne) (Aude)"	319979|97880|319979	"Belvèze (ancien faubourg de Narbonne) (Aude)|Limoux (Aude)|Belvèze (ancien faubourg de Narbonne) (Aude)"	"Belvèze (ancien faubourg de Narbonne) (Aude)|Limoux (Aude)|Belvèze (ancien faubourg de Narbonne) (Aude)"																					Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e144237						
83943	"Jean de Vienne"	"Jean de Vienne"																103284	"a pour surnom"	"Jean de Vienne | a pour surnom - > Vienne (Isère)"	101949	"Vienne (Isère)"	"Vienne (Isère)"																					Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e257152						
83944	"Jean de Viertot"	"Jean de Viertot"				"garde du bailliage de Caen"	321214	"est garde de"	"Jean de Viertot | est garde de - > Caen, bailliage"	95294	"Caen, bailliage"	"Caen, bailliage"						104130	"a pour surnom"	"Jean de Viertot | a pour surnom - > Viertot (Seine-Maritime)"	86889	"Viertot (Seine-Maritime)"	"Viertot (Seine-Maritime)"																					Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e257167						
83945	"Jean de Vilaine"	"Jean de Vilaine"				"écuyer, veneur du roi"												104134	"a pour surnom"	"Jean de Vilaine | a pour surnom - > Vilaine (Eure, Les Andelys)"	86899	"Vilaine (Eure, Les Andelys)"	"Vilaine (Eure, Les Andelys)"																					Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e257182						
83946	"Jean de Villepreux"	"Jean de Villepreux"				"chevalier du roi"												103292	"a pour surnom"	"Jean de Villepreux | a pour surnom - > Villepreux (Seine-et-Oise, Marly-le-Roi)"	102057	"Villepreux (Seine-et-Oise, Marly-le-Roi)"	"Villepreux (Seine-et-Oise, Marly-le-Roi)"																					Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e257210						
83947	"Jean de Villers"	"Jean de Villers"				"écuyer, valet du roi"												104153	"a pour surnom"	"Jean de Villers | a pour surnom - > Villers (Eure)"	86923	"Villers (Eure)"	"Villers (Eure)"																					Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e257228						
83948	"Jean de Villers (frère)"	"Jean de Villers (frère)"				"précepteur de la maison de Fieffes"	322802|329863	"est précepteur de|est précepteur de"	"Jean de Villers (frère) | est précepteur de - > Fieffes, maison hospitalière|Jean de Villers (frère) | est précepteur de - > Fieffes, maison hospitalière"	96807|96807	"Fieffes, maison hospitalière|Fieffes, maison hospitalière"	"Fieffes, maison hospitalière|Fieffes, maison hospitalière"						104152	"a pour surnom"	"Jean de Villers (frère) | a pour surnom - > Villers (Somme)"	86922	"Villers (Somme)"	"Villers (Somme)"																					Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e257243						
83949	"Jean de Villiers"	"Jean de Villiers"				chevalier												104159	"a pour surnom"	"Jean de Villiers | a pour surnom - > Villiers (Calvados)"	86928	"Villiers (Calvados)"	"Villiers (Calvados)"																					Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e257258						
83950	"Jean de Viroflay"	"Jean de Viroflay"				"seigneur de Fourqueux"	323036|330206	"est seigneur / dame de|est sire / seigneur / dame de"	"Jean de Viroflay | est seigneur / dame de - > Fourqueux, seigneurie|Jean de Viroflay | est sire / seigneur / dame de - > Fourqueux, seigneurie"	96963|96963	"Fourqueux, seigneurie|Fourqueux, seigneurie"	"Fourqueux, seigneurie|Fourqueux, seigneurie"						104161	"a pour surnom"	"Jean de Viroflay | a pour surnom - > Viroflay (Yvelines)"	86935	"Viroflay (Yvelines)"	"Viroflay (Yvelines)"																					Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e257273						
83951	"Jean de Walincourt"	"Jean de Walincourt"				"chevalier du roi, sire du lieu et de Cysoing, baron de Flandre"	322469|330111	"est sire / seigneur / dame de|est sire / seigneur / dame de"	"Jean de Walincourt | est sire / seigneur / dame de - > Cysoing, seigneurie|Jean de Walincourt | est sire / seigneur / dame de - > Cysoing, seigneurie"	96439|96439	"Cysoing, seigneurie|Cysoing, seigneurie"	"Cysoing, seigneurie|Cysoing, seigneurie"						324272	"a pour surnom"	"Jean de Walincourt | a pour surnom - > Walincourt (Nord, Clary)"	324271	"Walincourt (Nord, Clary)"	"Walincourt (Nord, Clary)"																					Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e257288						
83952	"Jean de Wassy"	"Jean de Wassy"				"chevalier du roi"												103310	"a pour surnom"	"Jean de Wassy | a pour surnom - > Wassy (Haute-Marne, Saint-Dizier)"	102155	"Wassy (Haute-Marne, Saint-Dizier)"	"Wassy (Haute-Marne, Saint-Dizier)"																					Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e257313						
83953	"Astruc d'Alet"	"Astruc d'Alet"				juif												319414	"a pour surnom"	"Astruc d'Alet | a pour surnom - > Alet (Aude, Limoux)"	319316	"Alet (Aude, Limoux)"	"Alet (Aude, Limoux)"																					Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e144275						
83954	"Jean Ier d'Harcourt"	"Jean Ier d'Harcourt"				"seigneur du lieu"	323706	"est seigneur / dame de"	"Jean Ier d'Harcourt | est seigneur / dame de - > Harcourt, seigneurie"	97378	"Harcourt, seigneurie"	"Harcourt, seigneurie"						323693	"a pour surnom"	"Jean Ier d'Harcourt | a pour surnom - > Harcourt (Eure, Brionne)"	323690	"Harcourt (Eure, Brionne)"	"Harcourt (Eure, Brionne)"																					Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e257340						
83955	"Jean II d'Harcourt"	"Jean II d'Harcourt"				"chevalier, seigneur du lieu"	323705	"est seigneur / dame de"	"Jean II d'Harcourt | est seigneur / dame de - > Harcourt, seigneurie"	97378	"Harcourt, seigneurie"	"Harcourt, seigneurie"																																Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e257355						
83956	"Jean III d'Harcourt"	"Jean III d'Harcourt"				"seigneur du lieu, fils du précédent"	323707	"est seigneur / dame de"	"Jean III d'Harcourt | est seigneur / dame de - > Harcourt, seigneurie"	97378	"Harcourt, seigneurie"	"Harcourt, seigneurie"																																Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e257376						
83957	"Jean d'Hastings"	"Jean d'Hastings"				"chevalier, sénéchal de Gascogne et du duché d'Aquitaine"	323307|331253|331269	"est sénéchal de|est sénéchal de|est sénéchal de"	"Jean d'Hastings | est sénéchal de - > Gascogne, sénéchaussée anglaise|Jean d'Hastings | est sénéchal de - > Aquitaine, duché|Jean d'Hastings | est sénéchal de - > Gascogne, sénéchaussée"	97098|96291|97097	"Gascogne, sénéchaussée anglaise|Aquitaine, duché|Gascogne, sénéchaussée"	"Gascogne, sénéchaussée anglaise|Aquitaine, duché|Gascogne, sénéchaussée"						326492	"est le surnom de"	"Hastings | est le surnom de - > Jean d'Hastings"																								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e257400						
