"Person H-ID"	"Person Record Title"	"Family name"	"Given name(s)"	"Alternate name(s) / title(s)"	Gender	"Short description"	"link with organisation (Record relationship) H-ID"	"Relationship type"	"link with organisation (Record relationship) Record Title"	"link with organisation H-ID"	"Organisation Record Title"	"link with organisation Record Title"	"link with person (Record relationship) H-ID"	"Relationship type"	"link with person (Record relationship) Record Title"	"link with person H-ID"	"link with person Record Title"	"link_to_place (Record relationship) H-ID"	"Relationship type"	"link_to_place (Record relationship) Record Title"	"link_to_place H-ID"	"Place Record Title"	"link_to_place Record Title"	"link with subject (Record relationship) H-ID"	"Title for relationship"	"Short description"	"Relationship type"	"Interpretation / commentary >"	"Interpretation / commentary > Record Title"	"link with subject (Record relationship) Record Title"	"link with subject H-ID"	"Subject Record Title"	"link with subject Record Title"	"link with act (Record relationship) H-ID"	"Title for relationship"	"Short description"	"Relationship type"	"Interpretation / commentary >"	"Interpretation / commentary > Record Title"	"link with act (Record relationship) Record Title"	"link with act H-ID"	"link with act Record Title"	Note	"Index reference"	"CartulR Entity ID"	IndexFontenay	"date from"	"date from (temporal)"	"date to"	"date to (temporal)"
323910	"Jean le Grand"	"Jean le Grand"			Male	"de la synagogue de Janville"	323915	"est originaire de"	"Jean le Grand | est originaire de - > Janville, synagogue"	323913	"Janville, synagogue"	"Janville, synagogue"						329188	"est originaire de / a été habitant de"	"Jean le Grand | est originaire de / a été habitant de - > Janville (Eure-et-Loir, Chartres)"	83569	"Janville (Eure-et-Loir, Chartres)"	"Janville (Eure-et-Loir, Chartres)"																											
324521	"Gautier, prieur de Flavigny (ca. 1142)"	"Gautier, prieur de Flavigny (ca. 1142)"		"Galterius prior Flaviniaci"			324708	"est prieur de"	"Gautier, prieur de Flavigny (ca. 1142) | est prieur de 1142 - > abbaye Saint-Pierre et Saint-Prix de Flavigny"	284217	"abbaye Saint-Pierre et Saint-Prix de Flavigny"	"abbaye Saint-Pierre et Saint-Prix de Flavigny"																																		d1e1003				
324522	"Narduinus, moine de Flavigny"	"Narduinus, moine de Flavigny"		"Narduinus monachus Flaviniaci"			324709	"est moine / moniale de"	"Narduinus, moine de Flavigny | est moine de - > abbaye Saint-Pierre et Saint-Prix de Flavigny"	284217	"abbaye Saint-Pierre et Saint-Prix de Flavigny"	"abbaye Saint-Pierre et Saint-Prix de Flavigny"																																		d1e1114				
324523	"Martinus IV papa (1281-1285)"	"Martinus IV papa (1281-1285)"					324717	"est évêque de"	"Martinus IV papa (1281-1285) | est évêque de 1281 - 1285 > Rome, évêché"	324506	"Rome, évêché"	"Rome, évêché"																																		x27				
324524	"Honorius IV papa (1285-1287)"	"Honorius IV papa (1285-1287)"					324718	"est évêque de"	"Honorius IV papa (1285-1287) | est évêque de 1285 - 1287 > Rome, évêché"	324506	"Rome, évêché"	"Rome, évêché"																																		x28				
324525	"Nicolaus IV papa (1288-1292)"	"Nicolaus IV papa (1288-1292)"					324719	"est évêque de"	"Nicolaus IV papa (1288-1292) | est évêque de 1288 - 1292 > Rome, évêché"	324506	"Rome, évêché"	"Rome, évêché"																																		x29				
324526	"Celestinus V papa (1294-1294)"	"Celestinus V papa (1294-1294)"					324722	"est évêque de"	"Celestinus V papa (1294-1294) | est évêque de 1294 - 1294 > Rome, évêché"	324506	"Rome, évêché"	"Rome, évêché"																																		x30				
324527	"Bonifacius VIII papa (1295-1303)"	"Bonifacius VIII papa (1295-1303)"					324723	"est évêque de"	"Bonifacius VIII papa (1295-1303) | est évêque de 1295 - 1303 > Rome, évêché"	324506	"Rome, évêché"	"Rome, évêché"																																		x31				
324528	"Benedictus XI papa (1303-1304)"	"Benedictus XI papa (1303-1304)"					324724	"est évêque de"	"Benedictus XI papa (1303-1304) | est évêque de 1303 - 1304 > Rome, évêché"	324506	"Rome, évêché"	"Rome, évêché"																																		x32				
324529	"Robert I de Bourgogne, évêque de Langres (1085-1110)"	"Robert I de Bourgogne, évêque de Langres (1085-1110)"					324725	"est évêque de"	"Robert I de Bourgogne, évêque de Langres (1085-1110) | est évêque de 1085 - 1110 > Langres (diocèse)"	290932	"Langres (diocèse)"	"Langres (diocèse)"																																		x33				
324530	"Joceran de Brancion, évêque de Langres (1113-1125)"	"Joceran de Brancion, évêque de Langres (1113-1125)"					324726	"est évêque de"	"Joceran de Brancion, évêque de Langres (1113-1125) | est évêque de 1113 - 1125 > Langres (diocèse)"	290932	"Langres (diocèse)"	"Langres (diocèse)"																																		x34				
324531	"Guillaume Ier de Sabran, évêque de Langres (1136-1138)"	"Guillaume Ier de Sabran, évêque de Langres (1136-1138)"					324727	"est évêque de"	"Guillaume Ier de Sabran, évêque de Langres (1136-1138) | est évêque de 1136 - 1138 > Langres (diocèse)"	290932	"Langres (diocèse)"	"Langres (diocèse)"																																		x35				
324532	"Hugues III de Montréal, évêque de Langres (1219-1232)"	"Hugues III de Montréal, évêque de Langres (1219-1232)"					324728	"est évêque de"	"Hugues III de Montréal, évêque de Langres (1219-1232) | est évêque de 1219 - 1232 > Langres (diocèse)"	290932	"Langres (diocèse)"	"Langres (diocèse)"																																		x36				
324533	"Bernard I de Clairvaux, abbé de Clairvaux (1115-1153)"	"Bernard I de Clairvaux, abbé de Clairvaux (1115-1153)"					324720	"est abbé / abbesse de"	"Bernard I de Clairvaux, abbé de Clairvaux (1115-1153) | est abbé de 1115 - 1153 > abbaye Notre-Dame de Clairvaux [1115 -]"	282533	"abbaye Notre-Dame de Clairvaux [1115 -]"	"abbaye Notre-Dame de Clairvaux [1115 -]"	325483|325573|325594	"IsSiblingOf|IsSiblingOf|Other family relationships"	"Gérard de Clairvaux (1138) | IsSiblingOf - > Bernard I de Clairvaux, abbé de Clairvaux (1115-1153)|Gui, frère de Bernard de Clairvaux (fl. 1136) | IsSiblingOf - > Bernard I de Clairvaux, abbé de Clairvaux (1115-1153)|Guillaume, fils de Bernard d'Epiry, nepos de Bernard de Clairvaux (fl. 1136) | Other family relationships - > Bernard I de Clairvaux, abbé de Clairvaux (1115-1153)"	325482|325572|325593	"Gérard de Clairvaux (1138)|Gui, frère de Bernard de Clairvaux (fl. 1136)|Guillaume, fils de Bernard d'Epiry, nepos de Bernard de Clairvaux (fl. 1136)"																													d1e1124				
324534	"Guy Ier de Vergy, évêque d'Autun (1224 - 1245 )"	"Guy Ier de Vergy, évêque d'Autun (1224 - 1245 )"					324729	"est évêque de"	"Guy Ier de Vergy, évêque d'Autun (1224 - 1245 ) | est évêque de 1224 - 1245 > Autun (diocèse)"	290915	"Autun (diocèse)"	"Autun (diocèse)"																																		x37				
324535	"Humbaud, évêque d'Auxerre (1087-1114)"	"Humbaud, évêque d'Auxerre (1087-1114)"					324730	"est évêque de"	"Humbaud, évêque d'Auxerre (1087-1114) | est évêque de 1087 - 1114 > Auxerre, diocèse"	98267	"Auxerre, diocèse"	"Auxerre, diocèse"																																		x38				
324536	"Hugues II de Montaigu, évêque d'Auxerre (1115-1136)"	"Hugues II de Montaigu, évêque d'Auxerre (1115-1136)"					324732	"est évêque de"	"Hugues II de Montaigu, évêque d'Auxerre (1115-1136) | est évêque de 1115 - 1136 > Auxerre, diocèse"	98267	"Auxerre, diocèse"	"Auxerre, diocèse"																																		x39				
324537	"Alain de Larrivour, évêque d'Auxerre (1152-1167)"	"Alain de Larrivour, évêque d'Auxerre (1152-1167)"					324734	"est évêque de"	"Alain de Larrivour, évêque d'Auxerre (1152-1167) | est évêque de 1152 - 1167 > Auxerre, diocèse"	98267	"Auxerre, diocèse"	"Auxerre, diocèse"																																		x40				
324538	"Guillaume I de Toucy, évêque d'Auxerre (1167-1181)"	"Guillaume I de Toucy, évêque d'Auxerre (1167-1181)"					324735	"est évêque de"	"Guillaume I de Toucy, évêque d'Auxerre (1167-1181) | est évêque de 1167 - 1181 > Auxerre, diocèse"	98267	"Auxerre, diocèse"	"Auxerre, diocèse"																																		x41				
324539	"Garmond Clément, évêque d'Auxerre (1182)"	"Garmond Clément, évêque d'Auxerre (1182)"					324736	"est évêque de"	"Garmond Clément, évêque d'Auxerre (1182) | est évêque de 1182 - 1182 > Auxerre, diocèse"	98267	"Auxerre, diocèse"	"Auxerre, diocèse"																																		x42				
324540	"Raoul Ier, abbé de Fontenay (1163-1165)"	"Raoul Ier, abbé de Fontenay (1163-1165)"					324737	"est abbé / abbesse de"	"Raoul Ier, abbé de Fontenay (1163-1165) | est abbé de 1163 - 1165 > abbaye Notre-Dame de Fontenay [1119 -]"	282689	"abbaye Notre-Dame de Fontenay [1119 -]"	"abbaye Notre-Dame de Fontenay [1119 -]"																																		x43				
324541	"Hugues, abbé de Fontenay (1165-1167)"	"Hugues, abbé de Fontenay (1165-1167)"					324738	"est abbé / abbesse de"	"Hugues, abbé de Fontenay (1165-1167) | est abbé de 1165 - 1167 > abbaye Notre-Dame de Fontenay [1119 -]"	282689	"abbaye Notre-Dame de Fontenay [1119 -]"	"abbaye Notre-Dame de Fontenay [1119 -]"																																		x44				
324542	"Guillaume II de Montbard, abbé de Fontenay (1167-1170)"	"Guillaume II de Montbard, abbé de Fontenay (1167-1170)"					324739	"est abbé / abbesse de"	"Guillaume II de Montbard, abbé de Fontenay (1167-1170) | est abbé de 1167 - 1170 > abbaye Notre-Dame de Fontenay [1119 -]"	282689	"abbaye Notre-Dame de Fontenay [1119 -]"	"abbaye Notre-Dame de Fontenay [1119 -]"																																		x45				
324543	"Bernard Ier, abbé de Fontenay (1170-1186)"	"Bernard Ier, abbé de Fontenay (1170-1186)"					324740	"est abbé / abbesse de"	"Bernard Ier, abbé de Fontenay (1170-1186) | est abbé de 1170 - 1186 > abbaye Notre-Dame de Fontenay [1119 -]"	282689	"abbaye Notre-Dame de Fontenay [1119 -]"	"abbaye Notre-Dame de Fontenay [1119 -]"																																		x46				
324544	"Geoffroi, moine de Clairvaux (1142)"	"Geoffroi, moine de Clairvaux (1142)"		"Gaufridus monachus Clarae Vallis"			324731	"est moine / moniale de"	"Geoffroi, moine de Clairvaux (1142) | est moine de 1142 - > abbaye Notre-Dame de Clairvaux [1115 -]"	282533	"abbaye Notre-Dame de Clairvaux [1115 -]"	"abbaye Notre-Dame de Clairvaux [1115 -]"																																		d1e1156				
324545	"Justin, abbé de Fontenay (1186-1194)"	"Justin, abbé de Fontenay (1186-1194)"					324741	"est abbé / abbesse de"	"Justin, abbé de Fontenay (1186-1194) | est abbé de 1186 - 1194 > abbaye Notre-Dame de Fontenay [1119 -]"	282689	"abbaye Notre-Dame de Fontenay [1119 -]"	"abbaye Notre-Dame de Fontenay [1119 -]"																																		x47				
324546	"Jean Ier, abbé de Fontenay (1194-1196)"	"Jean Ier, abbé de Fontenay (1194-1196)"					324743	"est abbé / abbesse de"	"Jean Ier, abbé de Fontenay (1194-1196) | est abbé de 1194 - 1196 > abbaye Notre-Dame de Fontenay [1119 -]"	282689	"abbaye Notre-Dame de Fontenay [1119 -]"	"abbaye Notre-Dame de Fontenay [1119 -]"																																		x48				
324547	"Hubert, abbé de Fontenay (1196-1202)"	"Hubert, abbé de Fontenay (1196-1202)"					324744	"est abbé / abbesse de"	"Hubert, abbé de Fontenay (1196-1202) | est abbé de 1196 - 1202 > abbaye Notre-Dame de Fontenay [1119 -]"	282689	"abbaye Notre-Dame de Fontenay [1119 -]"	"abbaye Notre-Dame de Fontenay [1119 -]"																																		x49				
324548	"Bernard II, abbé de Fontenay (1202-1206)"	"Bernard II, abbé de Fontenay (1202-1206)"					324746	"est abbé / abbesse de"	"Bernard II, abbé de Fontenay (1202-1206) | est abbé de 1202 - 1206 > abbaye Notre-Dame de Fontenay [1119 -]"	282689	"abbaye Notre-Dame de Fontenay [1119 -]"	"abbaye Notre-Dame de Fontenay [1119 -]"																																		x50				
324549	"Pierre Ier, abbé de Fontenay (1206-1210)"	"Pierre Ier, abbé de Fontenay (1206-1210)"					324747	"est abbé / abbesse de"	"Pierre Ier, abbé de Fontenay (1206-1210) | est abbé de 1206 - 1210 > abbaye Notre-Dame de Fontenay [1119 -]"	282689	"abbaye Notre-Dame de Fontenay [1119 -]"	"abbaye Notre-Dame de Fontenay [1119 -]"																																		x51				
324550	"Guillaume III, abbé de Fontenay (1210-1219)"	"Guillaume III, abbé de Fontenay (1210-1219)"					324748	"est abbé / abbesse de"	"Guillaume III, abbé de Fontenay (1210-1219) | est abbé de 1210 - 1219 > abbaye Notre-Dame de Fontenay [1119 -]"	282689	"abbaye Notre-Dame de Fontenay [1119 -]"	"abbaye Notre-Dame de Fontenay [1119 -]"																																		x52				
324551	"Aymon, abbé de Fontenay (1219-1234)"	"Aymon, abbé de Fontenay (1219-1234)"					324749	"est abbé / abbesse de"	"Aymon, abbé de Fontenay (1219-1234) | est abbé de 1219 - 1234 > abbaye Notre-Dame de Fontenay [1119 -]"	282689	"abbaye Notre-Dame de Fontenay [1119 -]"	"abbaye Notre-Dame de Fontenay [1119 -]"																																		x53				
324552	"Martin, abbé de Fontenay (1234-1252)"	"Martin, abbé de Fontenay (1234-1252)"					324750	"est abbé / abbesse de"	"Martin, abbé de Fontenay (1234-1252) | est abbé de 1234 - 1252 > abbaye Notre-Dame de Fontenay [1119 -]"	282689	"abbaye Notre-Dame de Fontenay [1119 -]"	"abbaye Notre-Dame de Fontenay [1119 -]"																																		x54				
324553	"Guillaume IV, abbé de Fontenay (1252-1269)"	"Guillaume IV, abbé de Fontenay (1252-1269)"					324751	"est abbé / abbesse de"	"Guillaume IV, abbé de Fontenay (1252-1269) | est abbé de 1252 - 1269 > abbaye Notre-Dame de Fontenay [1119 -]"	282689	"abbaye Notre-Dame de Fontenay [1119 -]"	"abbaye Notre-Dame de Fontenay [1119 -]"																																		x55				
324554	"Raoul II, abbé de Fontenay (1269-1274)"	"Raoul II, abbé de Fontenay (1269-1274)"					324752	"est abbé / abbesse de"	"Raoul II, abbé de Fontenay (1269-1274) | est abbé de 1269 - 1274 > abbaye Notre-Dame de Fontenay [1119 -]"	282689	"abbaye Notre-Dame de Fontenay [1119 -]"	"abbaye Notre-Dame de Fontenay [1119 -]"																																		x56				
324555	"Geoffroy de La Roche-Vanneau, abbé de Fontenay (1119-1126), évêque de Langres (1138-1163)"	"Geoffroy de La Roche-Vanneau, abbé de Fontenay (1119-1126), évêque de Langres (1138-1163)"					324742|325564|325565	"est évêque de|est abbé / abbesse de|est prieur / prieure de"	"Geoffroy de La Roche-Vanneau, abbé de Fontenay (1119-1126), évêque de Langres (1138-1163) | est évêque de 1138 - 1163 > Langres (diocèse)|Geoffroy de La Roche-Vanneau, abbé de Fontenay (1119-1126), évêque de Langres (1138-1163) | est abbé de 1119 - 1126 > abbaye Notre-Dame de Fontenay [1119 -]|Geoffroy de La Roche-Vanneau, abbé de Fontenay (1119-1126), évêque de Langres (1138-1163) | est prieur / prieure de - > abbaye Notre-Dame de Clairvaux [1115 -]"	290932|282689|282533	"Langres (diocèse)|abbaye Notre-Dame de Fontenay [1119 -]|abbaye Notre-Dame de Clairvaux [1115 -]"	"Langres (diocèse)|abbaye Notre-Dame de Fontenay [1119 -]|abbaye Notre-Dame de Clairvaux [1115 -]"																																		d1e1172				
324556	"Eudes, abbé de Fontenay (1274-1295)"	"Eudes, abbé de Fontenay (1274-1295)"					324754	"est abbé / abbesse de"	"Eudes, abbé de Fontenay (1274-1295) | est abbé de 1274 - 1295 > abbaye Notre-Dame de Fontenay [1119 -]"	282689	"abbaye Notre-Dame de Fontenay [1119 -]"	"abbaye Notre-Dame de Fontenay [1119 -]"																																		x57				
324557	"Renaud, abbé de Fontenay (1295-1305)"	"Renaud, abbé de Fontenay (1295-1305)"					324755	"est abbé / abbesse de"	"Renaud, abbé de Fontenay (1295-1305) | est abbé de 1295 - 1305 > abbaye Notre-Dame de Fontenay [1119 -]"	282689	"abbaye Notre-Dame de Fontenay [1119 -]"	"abbaye Notre-Dame de Fontenay [1119 -]"																																		x58				
324558	"Pierre II, abbé de Fontenay (1305-1328)"	"Pierre II, abbé de Fontenay (1305-1328)"					324756	"est abbé / abbesse de"	"Pierre II, abbé de Fontenay (1305-1328) | est abbé de 1305 - 1328 > abbaye Notre-Dame de Fontenay [1119 -]"	282689	"abbaye Notre-Dame de Fontenay [1119 -]"	"abbaye Notre-Dame de Fontenay [1119 -]"																																		x59				
324559	"Guillaume V de Montbard, abbé de Fontenay (1328-1340)"	"Guillaume V de Montbard, abbé de Fontenay (1328-1340)"					324758	"est abbé / abbesse de"	"Guillaume V de Montbard, abbé de Fontenay (1328-1340) | est abbé de 1328 - 1340 > abbaye Notre-Dame de Fontenay [1119 -]"	282689	"abbaye Notre-Dame de Fontenay [1119 -]"	"abbaye Notre-Dame de Fontenay [1119 -]"																																		x60				
324560	"Jean II, abbé de Fontenay (1340-1350)"	"Jean II, abbé de Fontenay (1340-1350)"					324759	"est abbé / abbesse de"	"Jean II, abbé de Fontenay (1340-1350) | est abbé de 1340 - 1350 > abbaye Notre-Dame de Fontenay [1119 -]"	282689	"abbaye Notre-Dame de Fontenay [1119 -]"	"abbaye Notre-Dame de Fontenay [1119 -]"																																		x61				
324561	"Evrard, abbé de Fontenay (1350-1361)"	"Evrard, abbé de Fontenay (1350-1361)"					324760	"est abbé / abbesse de"	"Evrard, abbé de Fontenay (1350-1361) | est abbé de 1350 - 1361 > abbaye Notre-Dame de Fontenay [1119 -]"	282689	"abbaye Notre-Dame de Fontenay [1119 -]"	"abbaye Notre-Dame de Fontenay [1119 -]"																																		x62				
324562	"Roger, abbé de Fontenay (1361-1378)"	"Roger, abbé de Fontenay (1361-1378)"					324761	"est abbé / abbesse de"	"Roger, abbé de Fontenay (1361-1378) | est abbé de 1361 - 1378 > abbaye Notre-Dame de Fontenay [1119 -]"	282689	"abbaye Notre-Dame de Fontenay [1119 -]"	"abbaye Notre-Dame de Fontenay [1119 -]"																																		x63				
324563	"Nicolas, abbé de Fontenay (1378-1417)"	"Nicolas, abbé de Fontenay (1378-1417)"					324762	"est abbé / abbesse de"	"Nicolas, abbé de Fontenay (1378-1417) | est abbé de 1378 - 1417 > abbaye Notre-Dame de Fontenay [1119 -]"	282689	"abbaye Notre-Dame de Fontenay [1119 -]"	"abbaye Notre-Dame de Fontenay [1119 -]"																																		x64				
324564	"Jean III de Laignes, abbé de Fontenay (1417-1433)"	"Jean III de Laignes, abbé de Fontenay (1417-1433)"					324763	"est abbé / abbesse de"	"Jean III de Laignes, abbé de Fontenay (1417-1433) | est abbé de 1417 - 1433 > abbaye Notre-Dame de Fontenay [1119 -]"	282689	"abbaye Notre-Dame de Fontenay [1119 -]"	"abbaye Notre-Dame de Fontenay [1119 -]"																																		x65				
324565	"Guillaume VI, abbé de Fontenay (1433-1438)"	"Guillaume VI, abbé de Fontenay (1433-1438)"					324765	"est abbé / abbesse de"	"Guillaume VI, abbé de Fontenay (1433-1438) | est abbé de 1433 - 1438 > abbaye Notre-Dame de Fontenay [1119 -]"	282689	"abbaye Notre-Dame de Fontenay [1119 -]"	"abbaye Notre-Dame de Fontenay [1119 -]"																																		x66				
324566	"Gauthier de Bourgogne, évêque de Langres (1163-1179)"	"Gauthier de Bourgogne, évêque de Langres (1163-1179)"		"Galterus filius Hugonis II ducis Burgundiae, archiepiscopus Bisuntiae, episcopus Lingonensis"			324753	"est évêque de"	"Gauthier de Bourgogne, évêque de Langres (1163-1179) | est évêque de 1163 - 1179 > Langres (diocèse)"	290932	"Langres (diocèse)"	"Langres (diocèse)"																																		d1e1199				
324567	"Jean IV de Fontanet, abbé de Fontenay (1438-1440)"	"Jean IV de Fontanet, abbé de Fontenay (1438-1440)"					324766	"est abbé / abbesse de"	"Jean IV de Fontanet, abbé de Fontenay (1438-1440) | est abbé de 1438 - 1440 > abbaye Notre-Dame de Fontenay [1119 -]"	282689	"abbaye Notre-Dame de Fontenay [1119 -]"	"abbaye Notre-Dame de Fontenay [1119 -]"																																		x67				
324568	"Simon Evrard, abbé de Fontenay (1440-1460)"	"Simon Evrard, abbé de Fontenay (1440-1460)"					324767	"est abbé / abbesse de"	"Simon Evrard, abbé de Fontenay (1440-1460) | est abbé de 1440 - 1460 > abbaye Notre-Dame de Fontenay [1119 -]"	282689	"abbaye Notre-Dame de Fontenay [1119 -]"	"abbaye Notre-Dame de Fontenay [1119 -]"																																		x68				
324569	"Jean V Frouard de Courcelles, abbé de Fontenay (1460-1462)"	"Jean V Frouard de Courcelles, abbé de Fontenay (1460-1462)"					324768	"est abbé / abbesse de"	"Jean V Frouard de Courcelles, abbé de Fontenay (1460-1462) | est abbé / abbesse de 1460 - 1462 > abbaye Notre-Dame de Fontenay [1119 -]"	282689	"abbaye Notre-Dame de Fontenay [1119 -]"	"abbaye Notre-Dame de Fontenay [1119 -]"																																		x69				
324570	"Jean VI de Baigneux, abbé de Fontenay (1462-1466)"	"Jean VI de Baigneux, abbé de Fontenay (1462-1466)"					324770	"est abbé / abbesse de"	"Jean VI de Baigneux, abbé de Fontenay (1462-1466) | est abbé de 1462 - 1466 > abbaye Notre-Dame de Fontenay [1119 -]"	282689	"abbaye Notre-Dame de Fontenay [1119 -]"	"abbaye Notre-Dame de Fontenay [1119 -]"																																		x70				
324571	"Jean V Frouard de Courcelles (2), abbé de Fontenay (1466-1492)"	"Jean V Frouard de Courcelles (2), abbé de Fontenay (1466-1492)"					324771	"est abbé / abbesse de"	"Jean V Frouard de Courcelles (2), abbé de Fontenay (1466-1492) | est abbé de 1466 - 1492 > abbaye Notre-Dame de Fontenay [1119 -]"	282689	"abbaye Notre-Dame de Fontenay [1119 -]"	"abbaye Notre-Dame de Fontenay [1119 -]"																																		x71				
324572	"Jean VII Foucard, abbé de Fontenay (1492-1497)"	"Jean VII Foucard, abbé de Fontenay (1492-1497)"					324772	"est abbé / abbesse de"	"Jean VII Foucard, abbé de Fontenay (1492-1497) | est abbé de 1492 - 1497 > abbaye Notre-Dame de Fontenay [1119 -]"	282689	"abbaye Notre-Dame de Fontenay [1119 -]"	"abbaye Notre-Dame de Fontenay [1119 -]"																																		x72				
324573	"Marc d’Illyes, abbé de Fontenay (1497-1498)"	"Marc d’Illyes, abbé de Fontenay (1497-1498)"					324773	"est abbé / abbesse de"	"Marc d’Illyes, abbé de Fontenay (1497-1498) | est abbé de 1497 - 1498 > abbaye Notre-Dame de Fontenay [1119 -]"	282689	"abbaye Notre-Dame de Fontenay [1119 -]"	"abbaye Notre-Dame de Fontenay [1119 -]"																																		x73				
324574	"Philibert Foucaud, abbé de Fontenay (1498-1519)"	"Philibert Foucaud, abbé de Fontenay (1498-1519)"					324774	"est abbé / abbesse de"	"Philibert Foucaud, abbé de Fontenay (1498-1519) | est abbé de 1498 - 1519 > abbaye Notre-Dame de Fontenay [1119 -]"	282689	"abbaye Notre-Dame de Fontenay [1119 -]"	"abbaye Notre-Dame de Fontenay [1119 -]"																																		x74				
324575	"Robert I de Bruges, abbé de Clairvaux (1153-1157)"	"Robert I de Bruges, abbé de Clairvaux (1153-1157)"					324776	"est abbé / abbesse de"	"Robert I de Bruges, abbé de Clairvaux (1153-1157) | est abbé de 1153 - 1157 > abbaye Notre-Dame de Clairvaux [1115 -]"	282533	"abbaye Notre-Dame de Clairvaux [1115 -]"	"abbaye Notre-Dame de Clairvaux [1115 -]"																																		x75				
324576	"Fastré de Cambron, abbé de Clairvaux (1157-1161)"	"Fastré de Cambron, abbé de Clairvaux (1157-1161)"					324777	"est abbé / abbesse de"	"Fastré de Cambron, abbé de Clairvaux (1157-1161) | est abbé de 1157 - 1161 > abbaye Notre-Dame de Clairvaux [1115 -]"	282533	"abbaye Notre-Dame de Clairvaux [1115 -]"	"abbaye Notre-Dame de Clairvaux [1115 -]"																																		x76				
324577	"Hugues III, duc de Bourgogne (1162-1192)"	"Hugues III, duc de Bourgogne (1162-1192)"		"Hugo III dux Burgundiae"		"Hugues III, né en 1148, mort à Acre en août 1192, duc de Bourgogne de 1162 à 1192, comte d'Albon en 1183, fils de Eudes II de Bourgogne et de Marie de Blois-Champagne."	324764|329433|329629	"est duc / duchesse de|est comte / comtesse de|est duc / duchesse de"	"Hugues III, duc de Bourgogne (1162-1192) | est duc / duchesse de 1162 - 1192 > Bourgogne (duché de)|Hugues III, duc de Bourgogne (1162-1192) | est comte / comtesse de - > Albon, comté|Hugues III, duc de Bourgogne (1162-1192) | est duc / duchesse de - > Bourgogne (duché de)"	95072|102225|95072	"Bourgogne (duché de)|Albon, comté|Bourgogne (duché de)"	"Bourgogne (duché de)|Albon, comté|Bourgogne (duché de)"																																		d1e121				
324578	"Geoffroy d'Auxerre, abbé de Clairvaux (1162-1165)"	"Geoffroy d'Auxerre, abbé de Clairvaux (1162-1165)"					324778	"est abbé / abbesse de"	"Geoffroy d'Auxerre, abbé de Clairvaux (1162-1165) | est abbé de 1162 - 1165 > abbaye Notre-Dame de Clairvaux [1115 -]"	282533	"abbaye Notre-Dame de Clairvaux [1115 -]"	"abbaye Notre-Dame de Clairvaux [1115 -]"																																		x77				
324579	"Pons de Polignac, abbé de Granselve, abbé de Clairvaux (1165-1170), évêque de Clermont"	"Pons de Polignac, abbé de Granselve, abbé de Clairvaux (1165-1170), évêque de Clermont"					324779	"est abbé / abbesse de"	"Pons de Polignac, abbé de Granselve, abbé de Clairvaux (1165-1170), évêque de Clermont | est abbé de 1165 - 1170 > abbaye Notre-Dame de Clairvaux [1115 -]"	282533	"abbaye Notre-Dame de Clairvaux [1115 -]"	"abbaye Notre-Dame de Clairvaux [1115 -]"																																		x78				
324580	"Gérard I, abbé de Clairvaux (1170-1175)"	"Gérard I, abbé de Clairvaux (1170-1175)"					324780	"est abbé / abbesse de"	"Gérard I, abbé de Clairvaux (1170-1175) | est abbé de 1170 - 1175 > abbaye Notre-Dame de Clairvaux [1115 -]"	282533	"abbaye Notre-Dame de Clairvaux [1115 -]"	"abbaye Notre-Dame de Clairvaux [1115 -]"																																		x79				
324581	"Henri de Marcy, abbé de Clairvaux (1176-1179), cardinal-évêque d'Albano"	"Henri de Marcy, abbé de Clairvaux (1176-1179), cardinal-évêque d'Albano"					324782	"est abbé / abbesse de"	"Henri de Marcy, abbé de Clairvaux (1176-1179), cardinal-évêque d'Albano | est abbé de 1176 - 1179 > abbaye Notre-Dame de Clairvaux [1115 -]"	282533	"abbaye Notre-Dame de Clairvaux [1115 -]"	"abbaye Notre-Dame de Clairvaux [1115 -]"																																		x80				
324582	"Pierre Ier dit le Borgne, abbé d'Igny, abbé de Clairvaux (1179-1186)"	"Pierre Ier dit le Borgne, abbé d'Igny, abbé de Clairvaux (1179-1186)"					324783	"est abbé / abbesse de"	"Pierre Ier dit le Borgne, abbé d'Igny, abbé de Clairvaux (1179-1186) | est abbé de 1179 - 1186 > abbaye Notre-Dame de Clairvaux [1115 -]"	282533	"abbaye Notre-Dame de Clairvaux [1115 -]"	"abbaye Notre-Dame de Clairvaux [1115 -]"																																		x81				
324583	"Guy de France, abbé d'Ourscamp, abbé de Clairvaux (1193-1196)"	"Guy de France, abbé d'Ourscamp, abbé de Clairvaux (1193-1196)"					324784	"est abbé / abbesse de"	"Guy de France, abbé d'Ourscamp, abbé de Clairvaux (1193-1196) | est abbé de 1193 - 1196 > abbaye Notre-Dame de Clairvaux [1115 -]"	282533	"abbaye Notre-Dame de Clairvaux [1115 -]"	"abbaye Notre-Dame de Clairvaux [1115 -]"																																		x82				
